"ID","Genotype.ID","rep","Seed.wt...g.","Seed.ProjArea.cm2.","Time.to.emergence..d.","Plant.ht..21d..cm.","Plant.ht..35d..cm.","Leaf.no..21d","Leaf.no..35d","Tiller.no..35d","Shoot.dry.wt...g.","Shoot.leaf.area..cm2.","Root.dry.wt..g.","Root.Length..cm.","Root.ProjArea.cm2.","Root.SurfArea..cm2.","Root.AvgDiam..mm.","Root.vol...cm3.","Root.no..tips","Root.no..forks","Root.no..crossings","Root.length..cm..by.diam.class..mm...0..L...0.5","Root.length..cm..by.diam.class..mm...0.5..L...1.0","Root.length..cm..by.diam.class..mm...1.0..L...1.5","Root.length..cm..by.diam.class..mm...1.5..L...2.0","Root.length..cm..by.diam.class..mm...2.0..L...2.5","Root.length..cm..by.diam.class..mm...2.5..L...3.0","Root.length..cm..by.diam.class..mm...3.0..L...3.5","Root.length..cm..by.diam.class..mm...3.5..L...4.0","Root.length..cm..by.diam.class..mm...4.0..L...4.5","Root.length..cm..by.diam.class..mm...L..4.5"
1,37,6,7e-04,"0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,73,6,0.0017,"0.0887","5","4.2","5","3","4","2","0.0082","1.6532","0.0067","171.9702","4.5336","14.2426","0.2636","0.094","588","726","56","165.7276","5.8428","0.3999","0","0","0","0","0","0","0"
3,9,6,0.0025,"0.0709","7","4.9","8.5","3","9","3","0.0322","9.2127","0.0225","378.4777","14.5604","45.7429","0.3847","0.44","955","3040","226","307.242","58.1424","7.4843","3.4349","1.0106","0.6605","0.0487","0.3286","0.0685","0"
4,9,10,0.0022,"0.0779","5","3.6","5.8","3","5","3","0.0123","2.3682","0.0112","268.657","7.2226","22.6903","0.2688","0.153","791","1458","161","253.0839","14.2863","0.7661","0.4993","0","0.0098","0","0","0","0"
5,1,3,0.0026,"0.0811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,93,10,9e-04,"0.0583","7","3.5","8.9","3","9","3","0.0355","10.5948","0.0159","340.5973","11.6394","36.5664","0.3417","0.312","964","1926","166","287.0944","48.5986","3.7994","0.5798","0.2642","0.1288","0.1321","0","0","0"
7,63,4,0.0011,"0.066","7","4","10","3","12","4","0.0432","13.1779","0.0209","535.1449","17.3367","54.4647","0.324","0.441","1458","2775","256","465.408","62.5186","5.3989","0.9878","0.3733","0.4583","0","0","0","0"
8,46,3,0.002,"0.0686","7","4.6","12.6","3","10","3","0.0435","11.9993","0.0269","467.4996","15.9247","50.0289","0.3406","0.426","1500","3272","247","396.3323","60.8143","6.5286","1.4421","1.2643","0.5899","0.2216","0.2337","0.0259","0.0182"
9,104,2,0.0023,"0.0677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,43,9,0.0026,"0.0851","7","4.7","8.6","3","7","2","0.0243","6.6761","0.0151","376.8311","12.3931","38.9339","0.3289","0.32","1030","2220","172","321.4212","52.1639","2.9881","0.2064","0.0243","0","0","0","0","0"
11,82,4,0.0017,"0.0646","5","9","11.6","4","12","3","0.0857","14.4998","0.0227","185.2735","8.5413","26.8334","0.461","0.309","674","1155","46","131.1357","46.078","5.3583","1.6199","0.7562","0.322","0.0032","0","0","0"
12,43,4,0.0013,"0.0628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,34,4,0.0017,"0.0671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,34,2,0.0021,"0.0756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2,1,0.0015,"0.0526","7","3.9","5.8","3","6","1","0.0302","3.5443","0.0175","306.6336","10.0712","31.6397","0.3284","0.26","1089","2016","116","266.3798","32.4654","4.8889","1.8403","0.3161","0.6898","0.0309","0","0","0"
16,83,7,0.0026,"0.0701","11","8.5","11.6","4","10","3","0.0647","13.0388","0.0356","709.6304","22.6098","71.0308","0.3186","0.566","1708","5062","463","619.3362","76.7711","9.1006","3.0041","1.0054","0.3474","0","0","0.0656","0"
17,29,5,0.0023,"0.0921","7","4","10.5","3","7","3","0.0274","7.5724","0.0094","343.921","9.5058","29.8633","0.2764","0.206","1124","1511","170","313.7975","29.3785","0.6295","0.0539","0","0","0","0","0","0"
18,97,5,0.002,"0.086","4","5.3","12.7","2","8","3","0.0357","10.4884","0.0184","509.2651","14.6884","46.1449","0.2884","0.333","1277","2583","326","460.6635","46.395","1.4258","0.6321","0.0481","0.0069","0","0","0","0"
19,59,4,0.0024,"0.0912","11","7.6","9.5","4","10","3","0.0674","11.5906","0.0346","401.9057","14.326","45.0065","0.3565","0.401","998","2660","223","324.2886","71.6201","4.6613","0.6629","0.4743","0.1826","0","0","0","0"
20,104,1,0.0015,"0.085","9","5","6.4","3","4","2","0.0145","3.1147","0.0076","233.0978","5.7396","18.0315","0.2462","0.111","656","951","80","226.5492","6.4883","0.0603","0","0","0","0","0","0","0"
21,74,8,0.0016,"0.0771","4","5.9","13.2","2","12","4","0.0662","15.5513","0.0317","470.4477","16.4278","51.6094","0.3492","0.451","1751","3945","349","393.3734","62.1673","9.0376","2.7205","0.9747","0.0207","0.8559","0.1443","0.0054","1.0007"
22,31,4,0.0025,"0.0732","4","5.2","8.7","2","10","4","0.0377","10.4232","0.0173","448.7461","13.6279","42.8133","0.3037","0.325","1191","2289","245","396.4501","50.9861","1.1912","0.1187","0","0","0","0","0","0"
23,28,7,0.0023,"0.0675","7","4.1","11.5","3","8","3","0.0528","13.2234","0.0273","602.9589","18.1973","57.1685","0.3018","0.431","1828","3106","324","532.7625","64.7377","4.445","0.7872","0.1869","0.0134","0.0217","0","0","0"
24,51,8,0.0031,"0.0978","4","5.3","8","2","8","3","0.0338","8.4622","0.0206","563.9311","16.497","51.8269","0.2925","0.379","1608","3314","325","509.6083","50.9157","2.9732","0.1848","0","0","0","0","0","0"
25,71,6,0.0014,"0.0758","4","4.5","7","2","9","3","0.0333","7.7622","0.0164","267.7126","8.3454","26.2178","0.3117","0.204","747","1376","115","231.9162","34.2696","1.4986","0.0283","0","0","0","0","0","0"
26,34,5,0.0029,"0.0881","4","4.4","11.7","2","15","7","0.0761","19.1956","0.0299","581.2695","17.7491","55.7604","0.3054","0.426","1470","3217","321","502.4347","76.0508","2.0777","0.313","0.2551","0","0","0","0","0"
27,104,7,0.0017,"0.0831","7","4.8","9.9","3","8","2","0.0362","8.9142","0.0199","366.0979","12.2315","38.4264","0.3341","0.321","1377","2474","150","307.025","53.3436","4.4173","1.0994","0.171","0","0","0","0","0"
28,37,10,0.0014,"0.0645","14","3","7.4","2","6","1","0.018","4.0023","0.0146","94.6234","4.5151","14.1848","0.4772","0.169","181","1060","39","70.7923","16.8563","3.7849","1.9457","0.5629","0.576","0.0862","0","0.019","0"
29,8,7,0.0028,"0.0965","7","4.3","6.9","3","5","1","0.014","3.6881","0.0085","313.4508","7.9064","24.8388","0.2522","0.157","945","1768","207","299.3661","13.4647","0.5019","0.042","0","0","0","0","0","0"
30,33,7,0.0024,"0.0834","7","4","5.9","3","4","1","0.011","2.8595","0.0067","268.5103","6.9553","21.8507","0.259","0.142","1059","1271","97","257.4373","10.2238","0.5577","0.2784","0","0","0","0","0","0"
31,54,8,0.0011,"0.0809","7","3.8","6.6","3","4","1","0.0094","2.5432","0.0055","101.0949","3.3485","10.5198","0.3312","0.087","570","556","23","88.9886","10.5799","1.1634","0.343","0.0201","0","0","0","0","0"
32,88,8,0.0017,"0.071","7","4.3","5.9","3","5","1","0.0142","3.4774","0.0097","259.5009","6.7923","21.3386","0.2617","0.14","696","1313","172","242.7546","16.3442","0.3146","0.0875","0","0","0","0","0","0"
33,9,4,0.0024,"0.0941","7","5.6","13.1","3","10","3","0.0606","13.565","0.0314","795.5305","23.0828","72.5168","0.2902","0.526","1793","4641","593","710.7318","77.4734","4.9511","1.3694","0.4263","0.4546","0.0915","0","0","0"
34,31,9,0.0027,"0.089","4","5","7.7","3","7","2","0.0188","5.0595","0.0169","424.3451","12.1339","38.1198","0.2859","0.273","1546","2495","211","392.6982","26.5217","3.3075","0.5782","0.7099","0.392","0.0069","0.0135","0","0"
35,25,9,0.0021,"0.0678","7","5","6.1","3","4","1","0.012","2.7852","0.0096","212.126","5.9119","18.5728","0.2787","0.129","832","1098","87","198.7966","12.3084","0.7856","0.1968","0","0","0","0","0","0"
36,59,9,0.0013,"0.056","4","3.9","9.5","2","8","3","0.0299","7.3937","0.0174","270.1157","8.336","26.1882","0.3086","0.202","800","1517","158","235.6629","32.1983","1.9379","0.185","0.1316","0","0","0","0","0"
37,96,3,0.0024,"0.0927","4","5.7","13.9","2","8","3","0.0384","9.1634","0.0198","360.5053","11.7636","36.9563","0.3263","0.301","902","2058","190","319.334","36.1566","2.8315","0.7927","0","0.5903","0.4179","0.2634","0.0735","0"
38,58,9,0.0029,"0.0983","4","6","7.6","2","5","1","0.018","4.4487","0.0147","351.9012","9.2059","28.9212","0.2616","0.189","1017","1566","195","332.3741","18.5358","0.5504","0.2257","0.1366","0","0","0","0","0"
39,76,7,0.0015,"0.0812","7","8.9","10.1","4","10","3","0.0495","9.2595","0.0322","406.4117","14.322","44.9938","0.3524","0.396","1117","2871","282","339.6985","54.2539","8.9436","2.5065","0.806","0.139","0.0463","0","0","0"
40,33,3,0.0017,"0.0763","4","4.7","5.3","2","4","1","0.012","2.7011","0.0079","222.1496","5.8116","18.2578","0.2616","0.119","516","853","102","211.9551","10.0357","0.1245","0","0","0","0","0","0","0"
41,61,8,0.0016,"0.0719","7","3.4","7.5","3","10","3","0.0261","8.4051","0.0143","449.2136","12.8176","40.2676","0.2853","0.287","1248","2140","229","405.7891","41.7266","1.3982","0.221","0","0","0","0","0","0"
42,53,6,0.0016,"0.0765","14","3","6.4","2","4","1","0.0109","2.6932","0.0012","10.2015","0.3034","0.9531","0.2974","0.007","106","32","0","9.3187","0.7373","0.1454","0","0","0","0","0","0","0"
43,46,4,0.0034,"0.0808","11","7.8","11.3","4","9","3","0.0533","10.7908","0.0303","448.547","16.6773","52.3934","0.3718","0.487","1019","3508","227","368.8893","62.7377","11.9694","2.6225","1.5943","0.1324","0.2431","0.051","0.1077","0"
44,81,4,9e-04,"0.0567","5","4.5","7.5","3","6","4","0.0265","5.171","0.0156","282.1599","7.9758","25.0566","0.2827","0.177","977","1634","143","245.4813","35.2073","1.4713","0","0","0","0","0","0","0"
45,102,5,0.002,"0.0757","4","4.5","6.6","2","6","2","0.0143","4.1427","0.0111","209.6154","5.775","18.1426","0.2755","0.125","730","1088","124","190.6783","17.4805","0.7708","0.4719","0.0716","0.1422","0","0","0","0"
46,52,9,0.002,"0.0867","7","4.6","10.3","3","6","1","0.0295","6.951","0.017","326.8777","10.055","31.5887","0.3076","0.243","770","1867","207","290.0222","31.5353","2.6915","0.8221","0.7299","0.761","0.0315","0.2634","0.0208","0"
47,82,8,0.0016,"0.0853","7","4.2","7.2","3","4","1","0.0128","3.2216","0.0118","178.2155","5.5328","17.3818","0.3105","0.135","806","857","62","159.1338","17.9446","0.5892","0.0922","0.1478","0.2257","0.0822","0","0","0"
48,56,3,0.0014,"0.0755","5","6","10.8","3","6","3","0.0351","6.3469","0.0185","332.9362","10.6067","33.322","0.3186","0.265","1287","1874","142","284.1287","46.0648","1.9976","0.2601","0.4448","0.0402","0","0","0","0"
49,98,7,7e-04,"0.0719","7","4","9.9","3","8","3","0.0199","7.658","0.0264","485.8013","13.4839","42.3608","0.2776","0.294","1617","2946","384","436.0698","44.2979","3.9605","0.7376","0.4145","0.2128","0","0","0","0"
50,9,3,0.0028,"0.0804","4","5.5","7","2","4","1","0.0134","3.1481","0.0096","254.7894","7.5859","23.8318","0.2977","0.177","1089","1279","112","229.6488","22.355","1.9295","0.456","0.0197","0.1099","0.0605","0.1114","0.018","0"
51,79,7,0.0018,"0.069","7","4.2","5.3","3","4","1","0.0112","2.1534","0.0092","154.7061","4.4125","13.8624","0.2852","0.099","495","649","49","144.0534","9.883","0.2803","0.435","0.0545","0","0","0","0","0"
52,45,5,0.0023,"0.0789","7","4.1","8.5","3","10","3","0.0285","7.7639","0.0159","379.0466","9.8979","31.0952","0.2611","0.203","1295","1855","173","342.0303","35.0128","1.8777","0.1259","0","0","0","0","0","0"
53,39,3,0.0028,"0.0837","7","5","8.9","3","6","3","0.026","6.7214","0.0178","570.2393","15.3463","48.2118","0.2691","0.324","1316","3225","382","528.259","39.748","1.951","0.2469","0","0","0","0","0","0"
54,79,8,0.0014,"0.0765","4","4.9","8.5","2","9","3","0.0279","6.3847","0.0108","241.0904","7.0149","22.0379","0.291","0.16","678","1265","138","212.1432","27.8424","0.7556","0.3302","0","0","0","0","0","0"
55,11,7,0.0017,"0.0736","4","4.3","7.5","2","9","3","0.0236","6.7043","0.0108","313.8551","9.9532","31.2688","0.3171","0.248","954","2113","181","272.8626","37.8849","2.7944","0.2081","0.0399","0.0357","0","0","0","0"
56,100,7,0.0015,"0.0754","14","5.3","7.1","2","8","3","0.0311","6.7784","0.0086","123.4081","4.3306","13.6048","0.3509","0.119","632","648","36","104.4309","17.1896","1.5343","0.1754","0.078","0","0","0","0","0"
57,59,7,1e-04,"0.0544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,65,3,0.0013,"0.0761","4","3.9","10.6","2","9","3","0.027","8.2297","0.0144","430.4799","11.3554","35.6741","0.2638","0.235","1200","1761","244","395.9589","33.9554","0.4734","0.0529","0","0","0","0","0","0"
59,65,10,6e-04,"0.0614","9","3","3.9","3","3","1","0.002","0.75","0.002","61.1664","1.582","4.9699","0.2586","0.032","365","246","12","58.1232","2.5368","0.2303","0.2102","0.0658","0","0","0","0","0"
60,58,1,0.0013,"0.0827","9","5.7","8","3","6","3","0.0265","5.5606","0.0131","366.4819","9.858","30.9697","0.269","0.208","1074","2012","229","334.505","30.6726","1.1487","0.1381","0","0","0","0","0","0"
61,39,2,0.0029,"0.0934","4","4.7","6","2","5","1","0.0091","2.3744","0.0015","258.8234","7.7217","24.2583","0.2983","0.181","790","1505","120","236.5347","19.5245","1.3784","0.7526","0.2737","0.2213","0.1109","0.0272","0","0"
62,46,2,0.003,"0.0862","7","6.7","10.6","3","8","3","0.0511","10.5463","0.0318","590.6675","19.1598","60.1924","0.3244","0.488","1963","4016","396","510.3294","70.404","5.6094","2.3387","0.7283","0.807","0.378","0","0","0"
63,92,8,0.0012,"0.0773","7","4.9","8.5","3","5","1","0.0179","4.219","0.0118","237.8128","6.6071","20.7568","0.2778","0.144","681","1197","150","212.8732","23.0145","0.9971","0.302","0.2179","0.2485","0.1211","0","0","0"
64,43,1,0.0021,"0.0826","4","5.2","7.5","2","4","1","0.0133","3.1847","0.0099","229.5518","5.938","18.6549","0.2587","0.121","807","884","95","216.117","12.9894","0.148","0.238","0.0317","0.0278","0","0","0","0"
65,97,7,0.0017,"0.0572","4","5.9","11","4","6","2","0.028","7.1293","0.018","369.4524","11.8774","37.3138","0.3215","0.3","922","1965","199","322.9923","42.6438","2.5298","0.2218","0.3407","0.2009","0.3629","0.1144","0.0296","0"
66,52,10,6e-04,"0.0525","7","6.8","15.9","3","9","3","0.0616","13.7634","0.0255","538.4291","15.3279","48.1541","0.2847","0.343","1375","2590","295","487.7196","46.0604","4.1399","0.4649","0.0444","0","0","0","0","0"
67,75,4,0.0021,"0.0883","7","5","7.3","3","6","2","0.0214","5.0271","0.0106","239.9319","7.501","23.5651","0.3126","0.184","1001","1347","94","211.9185","25.5008","2.2112","0.1469","0.1414","0","0","0","0","0"
68,53,8,0.0011,"0.0775","7","5.5","7.1","3","4","1","0.0138","3.3455","0.0114","237.5744","7.7049","24.2056","0.3243","0.196","725","1519","97","206.5369","26.9201","3.2784","0.3899","0.3905","0","0.0137","0","0","0"
69,95,10,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2,7,0.0012,NA,"14","3","6.4","2","7","2","0.0182","3.639","0.033","335.1456","13.8453","43.4963","0.4131","0.449","1050","2532","128","264.5863","55.9223","9.507","3.0152","1.4199","0.5295","0.0784","0.0227","0","0"
71,64,2,0.0029,"0.1223","7","6.1","10.5","3","11","4","0.0398","9.8387","0.0186","381.2804","13.4284","42.1865","0.3522","0.371","1090","2699","199","319.1062","52.7706","5.5301","2.9514","0.6262","0.1365","0.0807","0","0","0"
72,77,8,0.0025,"0.09","7","4.4","10.4","3","9","3","0.0409","10.7377","0.0202","511.3391","15.3262","48.1487","0.2997","0.361","1662","2978","293","453.8387","52.0676","4.1555","0.6186","0.5179","0.0936","0","0","0","0"
73,1,2,0.0028,"0.0994","7","3.1","4.2","3","5","1","0.0086","2.9287","0.0046","212.6054","5.0338","15.8142","0.2368","0.094","480","1055","144","206.619","5.6397","0.3466","0","0","0","0","0","0","0"
74,93,3,0.0018,"0.0684","7","5.8","5","3","4","1","0.0018","1.1744","0.0003","29.0474","0.5332","1.675","0.1835","0.008","305","84","13","28.7923","0.2551","0","0","0","0","0","0","0","0"
75,63,8,0.0017,"0.0922","7","4.3","9.3","3","12","5","0.0413","10.5637","0.0241","694.5318","20.5182","64.4598","0.2954","0.476","1682","3576","338","629.6377","60.5815","3.5732","0.6243","0.0697","0.0135","0","0","0","0"
76,49,2,0.0017,"0.0548","4","5","7.6","2","9","2","0.0176","5.2982","0.0114","224.9296","7.3602","23.1227","0.3272","0.189","537","1497","120","199.5105","22.0457","2.4653","0.5118","0.2004","0.188","0.0079","0","0","0"
77,58,6,0.0019,"0.0879","4","5","6.2","2","4","1","0.0087","2.1764","0.0092","182.8639","5.7095","17.9371","0.3122","0.14","489","958","93","156.8172","25.7609","0.2742","0","0","0","0","0","0","0"
78,89,8,0.0022,"0.0594","7","4","6","3","5","1","0.011","3.2269","0.0064","230.5573","5.9819","18.7928","0.2595","0.122","493","1081","114","216.3725","13.7266","0.275","0","0","0","0","0","0","0"
79,65,2,0.0026,"0.0802","7","5","4.9","3","4","1","0.0063","1.6752","0.0044","119.2452","3.222","10.1221","0.2702","0.068","289","447","41","115.7949","2.4703","0.98","0","0","0","0","0","0","0"
80,101,2,0.0039,"0.1441","4","6.5","12.9","2","11","4","0.0354","10.9026","0.0361","724.6521","22.5117","70.7225","0.3107","0.549","1851","3326","345","644.4144","76.0171","3.6901","0.23","0.2176","0","0","0","0","0"
81,25,4,0.0014,"0.0591","7","4.3","4.7","3","4","1","0.0075","1.8361","0.0037","117.8811","3.2313","10.1515","0.2741","0.07","911","531","35","108.8393","7.6949","1.283","0.0177","0","0","0","0","0","0"
82,95,5,0.0016,"0.0504","7","3.2","3.1","2","3","1","0.003","1.0116","0.0025","78.2003","1.9917","6.2571","0.2547","0.04","279","223","23","76.7627","1.3663","0.0251","0","0","0","0","0","0","0"
83,28,2,9e-04,"0.0527","4","3","5.6","2","4","1","0.0061","1.9719","0.0033","93.6895","2.6939","8.4632","0.2875","0.061","468","426","33","85.3106","7.9994","0.3795","0","0","0","0","0","0","0"
84,7,6,0.0019,"0.0654","14","2.6","2.4","3","4","1","0.0012","0.5016","0.0132","210.8448","8.253","25.9277","0.3914","0.254","908","1415","66","164.8227","41.5689","4.0014","0.4275","0.0243","0","0","0","0","0"
85,28,9,0.0023,"0.0757","9","3.9","8.1","3","6","4","0.0258","5.3592","0.013","344.6876","10.5189","33.0463","0.3052","0.252","1209","2161","204","304.7682","35.1891","3.4236","0.8935","0.3985","0.0148","0","0","0","0"
86,95,4,0.0011,"0.0507","9","3.1","7","3","6","5","0.0246","5.2797","0.0134","358.0088","10.5782","33.2322","0.2955","0.245","1134","2186","207","312.8554","43.2087","1.7618","0.1307","0.0391","0","0","0","0","0"
87,39,9,0.0022,"0.0812","7","4","7.5","3","9","3","0.0324","8.1432","0.0172","519.0514","14.7227","46.2528","0.2836","0.328","1456","2863","323","471.4934","44.6458","1.9476","0.7584","0.0204","0.1494","0","0","0","0"
88,1,9,0.0021,"0.0703","9","3.5","8.4","3","7","3","0.0317","7.2713","0.0165","334.0008","10.6431","33.4363","0.3187","0.266","1184","2322","186","281.9424","48.4818","2.5389","0.9366","0.0169","0","0","0","0","0"
89,100,1,6e-04,NA,"9","4.9","8.6","3","6","3","0.0232","5.7697","0.0119","302.0231","9.5643","30.0472","0.3167","0.238","1104","1791","151","258.8087","40.8536","2.1065","0.1359","0","0","0","0","0","0"
90,46,10,0.0015,"0.0577","7","4.6","8.5","3","7","2","0.0198","6.5566","0.0095","288.8041","8.9515","28.1218","0.3099","0.218","1038","1509","133","249.2881","37.7709","1.4943","0.0518","0.0236","0.0521","0","0","0","0"
91,55,6,1e-04,"0.0556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,72,6,0.0027,"0.0913","7","5.9","7","3","5","1","0.0156","4.3839","0.0122","275.7887","8.9195","28.0215","0.3234","0.227","795","1537","99","245.2711","26.5434","2.3471","0.8303","0.513","0.1572","0.1176","0.009","0","0"
93,88,2,0.0016,"0.0679","7","5.4","9.9","3","11","3","0.0491","12.3032","0.0284","212.646","8.7933","27.6251","0.4135","0.286","565","1750","111","172.7049","32.224","5.4272","1.0773","0.1087","0","0.1812","0","0.1179","0.7841"
94,101,1,0.0042,"0.1499","4","6.1","8.4","2","5","1","0.0122","4.3081","0.0103","259.6025","7.633","23.9798","0.294","0.176","565","1028","106","237.3068","21.8681","0.4276","0","0","0","0","0","0","0"
95,58,3,0.0015,"0.0685","4","4.4","8.1","2","6","2","0.0161","4.8971","0.006","126.2144","3.605","11.3256","0.2856","0.081","369","501","38","118.977","6.9343","0.1996","0","0.0114","0","0","0","0","0"
96,98,2,0.0011,"0.0803","11","3","7.1","3","6","1","0.0154","3.0335","0.0121","163.5324","5.6276","17.6797","0.3441","0.152","429","1194","113","136.3142","23.9645","2.4188","0.6642","0","0.1527","0.0045","0","0","0"
97,56,6,0.0013,"0.065","11","4.5","9.6","3","7","2","0.0363","5.8089","0.0184","293.7303","10.3373","32.4755","0.3519","0.286","799","2019","163","240.0124","49.9764","3.5154","0.209","0","0","0","0","0","0"
98,54,3,0.001,"0.0627","9","4.4","3.9","2","4","1","0.0038","1.0027","0.0024","36.7081","1.1494","3.6108","0.3131","0.028","199","158","7","33.3201","3.0552","0.2702","0.0627","0","0","0","0","0","0"
99,75,3,0.0026,"0.1022","9","4.5","7.1","3","9","4","0.0224","5.4656","0.0126","297.008","8.693","27.3098","0.2927","0.2","966","1624","181","263.3853","32.8557","0.6929","0","0","0","0","0","0","0"
100,79,10,0.0017,"0.0718","7","4.4","6.6","3","11","3","0.0237","7.9451","0.0099","210.9621","6.7066","21.0693","0.3179","0.167","645","1196","114","177.3557","31.7048","1.3351","0.2635","0.2075","0","0","0","0","0"
101,28,3,0.0021,"0.0637","7","4.9","8","3","13","4","0.0509","11.6398","0.0218","514.2096","15.7819","49.5803","0.3069","0.38","1577","2977","284","440.675","70.838","2.2057","0.3831","0","0","0","0","0","0"
102,59,2,0.0027,"0.1087","9","5.5","9.5","3","15","6","0.0825","16.2192","0.0418","794.7287","27.3024","85.773","0.3435","0.737","3476","5762","428","661.0508","110.7245","18.4382","2.9568","1.0422","0","0.2414","0","0","0"
103,92,10,0.0025,"0.0815","9","4","9.6","3","15","6","0.0529","12.3967","0.0172","343.8986","11.0668","34.7673","0.3218","0.28","1097","2045","206","291.8132","48.3905","3.2","0.4151","0.0526","0","0","0","0","0"
104,61,5,0.0019,"0.0853","7","4.5","4.2","5","20","4","0.038","5.9881","0.0043","70.1962","2.0805","6.5362","0.2964","0.048","283","302","34","62.7214","7.3351","0.1397","0","0","0","0","0","0","0"
105,34,8,0.0014,"0.0662","7","5","7.7","3","9","3","0.0306","8.4255","0.017","443.7038","13.4816","42.3538","0.3038","0.322","1251","2336","244","395.5111","44.4175","3.1134","0.2896","0.3389","0","0.0069","0","0","0"
106,83,6,0.0019,"0.0812","9","5.7","9.5","3","12","5","0.0398","8.5039","0.0239","436.807","15.3288","48.1568","0.3509","0.422","2087","3454","205","363.9411","59.7222","9.5205","2.7998","0.4145","0.1465","0.082","0.0936","0","0"
107,25,6,0.0022,"0.077","7","5.3","8.5","3","8","3","0.0365","10.5024","0.0177","386.3845","13.1972","41.4601","0.3416","0.354","1616","2654","146","320.2848","60.81","4.4368","0.7003","0.097","0","0","0","0","0"
108,101,5,0.003,"0.1188","7","5.4","8.9","3","10","3","0.0363","9.8198","0.0252","530.9076","17.0755","53.6441","0.3216","0.431","2452","2906","249","456.6279","69.1759","3.9207","0.8503","0.1091","0.0375","0","0","0","0"
109,31,1,0.0016,"0.066","7","4.6","8.1","3","15","4","0.043","11.7014","0.0197","602.4688","18.4202","57.8688","0.3057","0.442","1909","3223","294","534.5498","62.1727","4.5812","0.9812","0.1475","0","0","0","0","0"
110,29,1,0.0022,"0.0824","7","4.7","7.2","3","12","4","0.0315","8.9856","0.017","442.3843","14.6399","45.9925","0.3309","0.381","1678","2793","199","369.4457","66.0966","4.9391","1.5664","0.2429","0.0531","0","0","0","0"
111,90,10,0.003,"0.0851","7","4.8","8.3","3","8","2","0.0267","6.9626","0.0125","286.1103","9.41","29.5623","0.3289","0.243","1136","1953","129","245.8387","34.8021","4.534","0.5052","0.292","0.0618","0.0034","0","0","0"
112,101,9,0.0033,"0.1248","9","3.5","5","3","5","2","0.01","2.5111","0.0117","159.2771","5.3302","16.7455","0.3347","0.14","693","822","48","138.4522","19.9702","0.7788","0.0759","0","0","0","0","0","0"
113,32,1,0.0022,"0.0919","7","4.7","7.5","3","9","3","0.0211","7.2922","0.0118","403.2331","10.6839","33.5644","0.265","0.222","985","1965","227","379.7485","22.2126","0.9174","0.119","0.0859","0","0","0","0","0"
114,1,6,0.0026,"0.0831","7","3.9","10.2","3","12","3","0.0566","13.9901","0.0282","476.4943","15.2363","47.8662","0.3198","0.383","1686","3722","375","403.3181","65.4323","4.9395","1.5778","0.3952","0.3503","0.116","0.0925","0.1755","0.0698"
115,68,2,0.0018,"0.0872","9","7","12.6","3","15","6","0.0938","20.0637","0.0436","944.0962","27.7586","87.2062","0.294","0.641","3912","5098","581","837.5786","96.086","8.65","1.5639","0.09","0.0246","0","0","0","0"
116,11,1,0.0018,"0.0614","7","3.8","7","3","8","3","0.0232","5.9331","0.0135","443.2164","12.0421","37.8312","0.2717","0.257","1983","2509","233","411.3617","29.9905","1.794","0.0539","0","0","0","0","0","0"
117,32,3,0.0017,"0.0778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,97,6,0.002,"0.073","7","5.8","12.5","3","11","5","0.0527","14.6256","0.0232","452.0753","14.7513","46.3427","0.3263","0.378","2190","2853","203","370.3153","76.0536","4.4302","0.9333","0.2761","0","0","0","0","0"
119,34,6,0.0015,"0.0909","7","3.8","6.9","3","7","2","0.0124","5.0706","0.0139","462.1144","12.0411","37.8284","0.2606","0.246","1650","2249","246","428.4268","30.8164","2.5727","0.2985","0","0","0","0","0","0"
