Site,Date,Last harvest date,# of harvests,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,harvest,tillers,biomass_whole,inflor_mass,notes
SheepStation,,,,,40,high,white,2,8,71,2020,Porensky30,40.63,-105.27,N,NA,NA,,,,
SheepStation,,,,,40,high,white,2,9,56,2020,JackieOtt5,43.78,-102.61,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,2,10,100,2020,Chynoweth08,40.640878,-109.48689,Y,FP,Y,1,0.003,0.002,
SheepStation,7/4/2023,,,,40,high,white,3,1,49,2020,Getts3,40.43,-120.67,Y,FP,Y,1,0.007,0.019,
SheepStation,6/26/2023,,,,40,high,white,3,2,33,2020,Chambers05,41.54,-117.75,Y,FP,Y,1,0.043,0.1,
SheepStation,6/26/2023,,,,40,high,white,3,3,74,2020,Pyke 21,47.61803776,-119.6830115,Y,FP,Y,1,0.028,0.047,
SheepStation,,,,,40,high,white,3,4,28,2020,Bradford01,35.23,-111.62,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,3,5,98,2020,Chynoweth05,40.480805,-109.438229,Y,FP,Y,1,0.034,0.07,
SheepStation,,,,,40,high,white,3,6,82,2020,Pyle19,44.57,-119.65,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,3,7,14,2020,Adler13,41.44,-111.08,Y,FP,Y,1,0.017,0.039,
SheepStation,7/10/2023,,,,40,high,white,3,8,44,2020,Downs 03,45.9663,-120.3671,Y,FP,Y,1,0.026,0.07,
SheepStation,6/19/2023,,,,40,high,white,3,9,30,2020,Chambers02,39.95,-118.76,Y,FP,Y,1,0.005,0.004,
SheepStation,7/4/2023,,,,40,high,white,3,10,46,2020,Fleishman_05,39.12,-117.27,Y,FP,Y,1,0.035,0.06,
SheepStation,6/19/2023,,,,40,high,white,4,1,93,2020,Urza02,40.84,-119.56,Y,FG,Y,1,0.002,0.001,smut
SheepStation,7/4/2023,,,,40,high,white,4,2,37,2020,Chambers09,40.66,-116.73,Y,FP,Y,1,0.04,0.1,
SheepStation,6/26/2023,,,,40,high,white,4,3,63,2020,Lee 03,36.5247,-115.8987,Y,FP,Y,1,0.001,0.003,
SheepStation,6/19/2023,,,,40,high,white,4,4,101,2020,Shriver01,34.06,-116.22,Y,FP,Y,1,0.029,0.018,knocked some seed heads off
SheepStation,7/4/2023,,,,40,high,white,4,5,12,2020,Schupp02,40.2,-112.46,Y,FP,Y,1,0.031,0.05,
SheepStation,7/4/2023,,,,40,high,white,4,6,102,2020,Shriver02,48,-114.04,Y,FP,Y,1,0.037,0.07,
SheepStation,6/26/2023,,,,40,high,white,4,7,59,2020,Lavin01,44.68,-109.07,Y,FG,Y,1,0.015,0.017,smut
SheepStation,7/4/2023,,,,40,high,white,4,8,52,2020,Hufft01,38.6701,-108.3286,Y,FP,Y,1,0.025,0.05,
SheepStation,6/14/2023,,,,40,high,white,4,9,61,2020,Lee 01,36.82340833,-116.0163889,Y,FG,Y,1,0.006,0.008,
SheepStation,,,,,40,high,white,4,10,64,2020,Lee 04,35.4564,-115.52,N,NA,NA,,,,
SheepStation,,,,,40,high,white,5,1,31,2020,Urza01,40.35,-119.34,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,5,2,9,2020,Adler05,40.79,-111.87,Y,FP,Y,1,0.031,0.07,
SheepStation,,,,,40,high,white,5,3,39,2020,Copeland05,42.27,-118.71,N,NA,NA,,,,
SheepStation,6/26/2023,,,,40,high,white,5,4,6,2020,AAFC09,49.62,-119.8,Y,FG,Y,1,0.016,0.01,smut
SheepStation,,,,,40,high,white,5,5,90,2020,Symstad2,43.87,-103.46,N,NA,NA,,,,
SheepStation,6/26/2023,,,,40,high,white,5,6,65,2020,Leger 1,39.49,-119.84,Y,FP,Y,1,0.029,0.06,
SheepStation,,,,,40,high,white,5,7,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,5,8,87,2020,Schupp04,38.52,-113.55,Y,FP,Y,1,0.036,0.08,
SheepStation,6/26/2023,,,,40,high,white,5,9,29,2020,Chambers01,39.55,-119.58,Y,FP,Y,1,0.033,0.05,
SheepStation,7/10/2023,,,,40,high,white,5,10,57,2020,JackieOtt6,43.84,-101.94,Y,FP,Y,1,0.027,0.048,
SheepStation,6/26/2023,,,,40,high,white,6,1,51,2020,Holdrege1,41.61,-111.57,Y,FP,Y,1,0.017,0.022,
SheepStation,7/4/2023,,,,40,high,white,6,2,58,2020,JackieOtt7,43.82,-101.94,Y,FP,Y,1,0.004,0.005,
SheepStation,7/4/2023,,,,40,high,white,6,3,66,2020,Maron1,46.68,-114.03,Y,FP,Y,1,0.014,0.027,
SheepStation,,,,,40,high,white,6,4,38,2021,Copeland01,43.7,-117.33,N,NA,NA,,,,
SheepStation,6/26/2023,,,,40,high,white,6,5,91,2020,Symstad3,43.62,-103.47,Y,FG,Y,2,0.038,0.041,smut
SheepStation,7/4/2023,,,,40,high,white,6,6,5,2020,AAFC08,49.57,-120.55,Y,FP,Y,1,0.021,0.038,
SheepStation,7/4/2023,,,,40,high,white,6,7,77,2020,Pyle10,43.19,-120,Y,FP,Y,1,0.05,0.08,
SheepStation,7/4/2023,,,,40,high,white,6,8,89,2020,Symstad1,44.59,-104.71,Y,FG,Y,1,0.05,0.05,smut
SheepStation,7/4/2023,,,,40,high,white,6,9,97,2020,Chynoweth03,39.83576,-109.61202,Y,FP,Y,1,0.018,0.039,
SheepStation,7/4/2023,,,,40,high,white,6,10,92,2020,Symstad4,43.71,-102.58,Y,FP,Y,1,0.042,0.09,
SheepStation,7/4/2023,,,,40,high,white,7,1,47,2020,Fleishman_07,39.17,-117.44,Y,FG_FP,Y,2,0.05,0.11,
SheepStation,7/10/2023,,,,40,high,white,7,2,35,2020,Chambers07,43.94,-116.19,Y,FB,Y,1,0.029,0.038,
SheepStation,,,,,40,high,white,7,3,62,2020,Lee 02,35.3984,-115.7845,N,NA,NA,,,,
SheepStation,6/26/2023,,,,40,high,white,7,4,83,2020,Reed01,38.52,-109.47,Y,FP,Y,1,0.025,0.032,
SheepStation,,,,,40,high,white,7,5,84,2021,Reed03,38.75,-109.79,N,V1,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,7,6,150,2022,Mancillas01,,,Y,FP,Y,1,0.007,0.013,
SheepStation,6/26/2023,,,,40,high,white,7,7,25,2020,Symstad6,41.83,-103.71,Y,FG,Y,1,0.02,0.025,smut
SheepStation,6/26/2023,,,,40,high,white,7,8,76,2020,Pyle09,43.42,-119.62,Y,FG,Y,1,0.036,0.042,smut
SheepStation,7/4/2023,,,,40,high,white,7,9,45,2020,Fleishman_01,38.47,-119.49,Y,FP,Y,1,0.015,0.025,
SheepStation,7/4/2023,,,,40,high,white,7,10,7,2020,AAFC10,49.71,-120.05,Y,FG,Y,1,0.014,0.01,smut
SheepStation,,,,,40,high,white,8,1,11,2020,Adler09,43.31,-112.27,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,8,2,19,2020,Barnett01,43.48,-110.74,Y,FP,Y,1,0.014,0.03,
SheepStation,6/26/2023,,,,40,high,white,8,3,84,2020,Reed03,38.75,-109.79,Y,FP,Y,1,0.013,0.024,
SheepStation,7/4/2023,,,,40,high,white,8,4,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,FP,Y,1,0.05,0.11,
SheepStation,7/4/2023,,,,40,high,white,8,5,26,2020,Chynoweth01,39.76604,-109.5635,Y,FP,Y,1,0.06,0.1,
SheepStation,7/10/2023,,,,40,high,white,8,6,1,2020,AAFC04,50.08,-120.65,Y,FG_FP,Y,3,0.09,0.15,
SheepStation,,,,,40,high,white,8,7,95,2020,Wilcox02,41.31,-105.66,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,8,8,34,2020,Chambers06,41.54,-117.78,Y,FP,Y,1,0.012,0.014,
SheepStation,,,,,40,high,white,8,9,24,2020,Blumenthal08,40.64,-104.56,N,NA,NA,,,,
SheepStation,7/4/2023,,,,40,high,white,8,10,18,2020,Adler18,40.86,-114.22,Y,FP,Y,1,0.013,0.021,
Cheyenne,,,,1,,high,black,1,1,53,2020,Hufft02,,,N,,,,,,
Cheyenne,,,,1,,high,black,1,2,64,2020,Lee 04,,,N,,,,,,
Cheyenne,,,,1,,high,black,1,3,1,2020,AAFC04,,,N,,,,,,
Cheyenne,,,,1,,high,black,1,4,29,2020,Chambers01,,,N,,,,,,
Cheyenne,,,,1,,high,black,1,5,28,2020,Bradford01,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,1,6,95,2020,Wilcox02,,,Y,FB,,2,0.22,0.35,
Cheyenne,,,,1,,high,black,1,7,61,2020,Lee 01,,,N,,,,,,
Cheyenne,,,,1,,high,black,1,8,68,2020,Porensky01,,,N,,,,,,
Cheyenne,,,,1,,high,black,1,9,66,2020,Maron1,,,N,,,,,,
Cheyenne,,,,1,,high,black,1,10,42,2021,Downs 01,,,N,,,,,,
Cheyenne,,,,1,,high,black,2,1,11,2020,Adler09,,,N,,,,,,
Cheyenne,,,,1,,high,black,2,2,150,2021,Mancillas01,,,N,,,,,,
Cheyenne,,,,1,,high,black,2,3,100,2020,Chynoweth08,,,N,,,,,,
Cheyenne,,,,1,,high,black,2,4,63,2020,Lee 03,,,N,,,,,,
Cheyenne,,,,1,,high,black,2,5,44,2020,Downs 03,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,2,6,84,2020,Reed03,,,Y,FB,,2,0.18,0.29,
Cheyenne,,,,1,,high,black,2,7,97,2020,Chynoweth03,,,N,,,,,,
Cheyenne,7/10/2023,7/17/23,3,1,,high,black,2,8,36,2020,Chambers08,,,Y,FB_FG,,10,4.03,5.05,
Cheyenne,,,,1,,high,black,2,9,86,2020,Schupp03,,,N,,,,,,
Cheyenne,,,,1,,high,black,2,10,1,2020,AAFC04,,,N,,,,,,
Cheyenne,,,,1,,high,black,3,1,25,2020,Symstad6,,,N,,,,,,
Cheyenne,,,,1,,high,black,3,2,82,2020,Pyle19,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,3,3,12,2020,Schupp02,,,Y,FB_FG,,4,0.74,1.24,
Cheyenne,7/17/2023,,,1,,high,black,3,4,19,2020,Barnett01,,,Y,FB,,4,1.01,0.91,
Cheyenne,,,,1,,high,black,3,5,87,2020,Schupp04,,,N,,,,,,
Cheyenne,,,,1,,high,black,3,6,37,2020,Chambers09,,,N,,,,,,
Cheyenne,,,,1,,high,black,3,7,92,2020,Symstad4,,,N,,,,,,
Cheyenne,,,,1,,high,black,3,8,35,2020,Chambers07,,,N,,,,,,
Cheyenne,,,,1,,high,black,3,9,93,2021,Urza02,,,N,,,,,,
Cheyenne,,,,1,,high,black,3,10,32,2020,Chambers04,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,1,57,2020,JackieOtt6,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,2,43,2020,Downs 02,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,3,74,2020,Pyke 21,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,4,71,2020,Porensky30,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,5,63,2020,Lee 03,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,6,47,2020,Fleishman_07,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,7,91,2020,Symstad3,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,8,52,2020,Hufft01,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,9,31,2020,Urza01,,,N,,,,,,
Cheyenne,,,,1,,high,black,4,10,77,2020,Pyle10,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,1,2,2020,AAFC05,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,2,29,2020,Chambers01,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,3,51,2020,Holdrege1,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,4,72,2020,Pyke 03,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,5,9,2020,Adler05,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,6,73,2020,Pyke 08,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,7,43,2020,Downs 02,,,N,,,,,,
Cheyenne,,,,1,,high,black,5,8,59,2020,Lavin01,,,N,,,,,,
Cheyenne,7/13/2023,7/17/2023,2,1,,high,black,5,9,55,2020,JackieOtt2,,,Y,FP_FG,,7,2.36,4.25,
Cheyenne,,,,1,,high,black,5,10,103,2020,Davies03,,,N,,,,,,
Cheyenne,,,,1,,high,black,6,1,6,2020,AAFC09,,,N,,,,,,
Cheyenne,,,,1,,high,black,6,2,34,2020,Chambers06,,,N,,,,,,
Cheyenne,,,,1,,high,black,6,3,101,2020,Shriver01,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,6,4,96,2020,Chynoweth02,,,Y,FG_FP_FB,,10,3.64,4.93,
Cheyenne,,,,1,,high,black,6,5,75,2020,Pyle01,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,6,6,30,2020,Chambers02,,,Y,FB,,3,0.08,0.06,
Cheyenne,,,,1,,high,black,6,7,46,2020,Fleishman_05,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,6,8,76,2020,Pyle09,,,Y,FB,,1,0.08,0.1,
Cheyenne,,,,1,,high,black,6,9,39,2020,Copeland05,,,N,,,,,,
Cheyenne,,,,1,,high,black,6,10,104,2020,Germino BOP 01,,,N,,,,,,
Cheyenne,,,,1,,high,black,7,1,24,2020,Blumenthal08,,,N,,,,,,
Cheyenne,,,,1,,high,black,7,2,98,2021,Chynoweth05,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,7,3,90,2020,Symstad2,,,Y,FG_FP_FB,,9,3.19,4.47,
Cheyenne,,,,1,,high,black,7,4,81,2020,Pyle17,,,N,,,,,,
Cheyenne,,,,1,,high,black,7,5,77,2020,Pyle10,,,N,,,,,,
Cheyenne,,,,1,,high,black,7,6,49,2020,Getts3,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,7,7,58,2020,JackieOtt7,,,Y,FG_FB,,4,0.99,1.66,
Cheyenne,,,,1,,high,black,7,8,7,2020,AAFC10,,,N,,,,,,
Cheyenne,,,,1,,high,black,7,9,62,2020,Lee 02,,,N,,,,,,
Cheyenne,,,,1,,high,black,7,10,79,2020,Pyle15,,,N,,,,,,
Cheyenne,,,,1,,high,black,8,1,33,2020,Chambers05,,,N,,,,,,
Cheyenne,,,,1,,high,black,8,2,45,2020,Fleishman_01,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,8,3,56,2020,JackieOtt5,,,Y,FG_FB,,2,0.53,0.7,
Cheyenne,,,,1,,high,black,8,4,18,2022,Adler18,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,8,5,8,2020,Blumenthal01,,,Y,FB,,3,0.72,1.25,
Cheyenne,,,,1,,high,black,8,6,65,2020,Leger 1,,,N,,,,,,
Cheyenne,,,,1,,high,black,8,7,69,2020,Porensky17,,,N,,,,,,
Cheyenne,7/10/2023,7/17/2023,2,1,,high,black,8,8,83,2020,Reed01,,,Y,FB_FP,,4,0.62,1.25,
Cheyenne,,,,1,,high,black,8,9,88,2021,Schupp05,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,black,8,10,89,2020,Symstad1,,,Y,FB_FG,,3,0.83,1.49,
Cheyenne,,,,1,,high,white,1,1,1,2020,AAFC04,,,N,,,,,,
Cheyenne,,,,1,,high,white,1,2,36,2020,Chambers08,,,N,,,,,,
Cheyenne,,,,1,,high,white,1,3,151,2022,Mancillas01,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,1,4,37,2020,Chambers09,,,Y,FB,,1,0.11,0.15,
Cheyenne,,,,1,,high,white,1,5,47,2020,Fleishman_07,,,N,,,,,,
Cheyenne,,,,1,,high,white,1,6,71,2020,Porensky30,,,N,,,,,,
Cheyenne,7/13/2023,,,1,,high,white,1,7,77,2020,Pyle10,,,Y,FP_FG,,5,1.61,1.77,BROKEN TILLER
Cheyenne,,,,1,,high,white,1,8,42,2021,Downs 01,,,N,,,,,,
Cheyenne,,,,1,,high,white,1,9,11,2020,Adler09,,,N,,,,,,
Cheyenne,,,,1,,high,white,1,10,79,2020,Pyle15,,,N,,,,,,
Cheyenne,,,,1,,high,white,2,1,7,2020,AAFC10,,,N,,,,,,
Cheyenne,7/10/2023,7/17/2023,2,1,,high,white,2,2,75,2020,Pyle01,,,Y,FP_FG,,2,0.26,0.43,
Cheyenne,7/3/2023,,,1,,high,white,2,3,65,2020,Leger 1,,,Y,FB,,1,0.019,0.035,
Cheyenne,,,,1,,high,white,2,4,83,2020,Reed01,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,2,5,63,2020,Lee 03,,,Y,FB,,1,0.029,0.026,
Cheyenne,,,,1,,high,white,2,6,76,2020,Pyle09,,,N,,,,,,
Cheyenne,6/30/2023,7/17/2023,2,1,,high,white,2,7,52,2020,Hufft01,,,Y,FB,,5,0.76,1.3,
Cheyenne,7/10/2023,7/17/2023,2,1,,high,white,2,8,31,2020,Urza01,,,Y,FB,,2,0.021,0.034,
Cheyenne,,,,1,,high,white,2,9,5,2020,AAFC08,,,N,,,,,,
Cheyenne,,,,1,,high,white,2,10,38,2021,Copeland01,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,3,1,74,2020,Pyke 21,,,Y,FB,,2,0.18,0.23,
Cheyenne,7/17/2023,,,1,,high,white,3,2,6,2020,AAFC09,,,Y,FP,,1,0.029,0.04,
Cheyenne,,,,1,,high,white,3,3,62,2020,Lee 02,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,3,4,92,2020,Symstad4,,,Y,FP,,1,0.05,0.09,
Cheyenne,,,,1,,high,white,3,5,88,2020,Schupp05,,,N,,,,,,
Cheyenne,7/10/2023,7/13/2023,2,1,,high,white,3,6,96,2020,Chynoweth02,,,Y,FP,,2,0.22,0.31,
Cheyenne,,,,1,,high,white,3,7,98,2021,Chynoweth05,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,3,8,29,2020,Chambers01,,,Y,FP,,1,0.06,0.048,
Cheyenne,7/10/2023,,,1,,high,white,3,9,53,2020,Hufft02,,,Y,FG_FP,,2,0.61,0.99,
Cheyenne,7/17/2023,,,1,,high,white,3,10,58,2020,JackieOtt7,,,Y,FB,,1,0.048,0.002,seed drop
Cheyenne,7/10/2023,,,1,,high,white,4,1,68,2020,Porensky01,,,Y,FP,,1,0.19,0.43,
Cheyenne,,,,1,,high,white,4,2,90,2020,Symstad2,,,N,,,,,,
Cheyenne,,,,1,,high,white,4,3,18,2020,Adler18,,,N,,,,,,
Cheyenne,,,,1,,high,white,4,4,54,2020,JackieOtt1,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,4,5,64,2020,Lee 04,,,Y,FP,,1,0.024,0.033,
Cheyenne,7/3/2023,,,1,,high,white,4,6,87,2020,Schupp04,,,N,FP,,1,0.08,0.12,
Cheyenne,7/13/2023,,,1,,high,white,4,7,89,2020,Symstad1,,,Y,FP,,1,0.036,0.06,
Cheyenne,7/10/2023,7/13/2023,2,1,,high,white,4,8,73,2020,Pyke 08,,,Y,FP,,2,0.36,0.66,
Cheyenne,7/13/2023,,,1,,high,white,4,9,100,2020,Chynoweth08,,,Y,FP_FG,,7,1.32,2.34,
Cheyenne,,,,1,,high,white,4,10,86,2020,Schupp03,,,N,,,,,,
Cheyenne,,,,1,,high,white,5,1,26,2020,Chynoweth01,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,5,2,59,2020,Lavin01,,,Y,FP,,1,0.05,0.081,
Cheyenne,7/10/2023,,,1,,high,white,5,3,51,2020,Holdrege1,,,Y,FP,,2,0.18,0.25,
Cheyenne,7/10/2023,,,1,,high,white,5,4,97,2020,Chynoweth03,,,Y,FB,,1,0.018,0.016,
Cheyenne,7/13/2023,,,1,,high,white,5,5,81,2020,Pyle17,,,Y,FP,,1,0.19,0.28,
Cheyenne,7/3/2023,,,1,,high,white,5,6,49,2020,Getts3,,,Y,FG,,1,0.054,0.07,
Cheyenne,7/13/2023,,,1,,high,white,5,7,44,2020,Downs 03,,,Y,FB,,1,0.079,0.15,
Cheyenne,7/10/2023,7/17/23,2,1,,high,white,5,8,95,2020,Wilcox02,,,Y,FG_FP,,2,0.31,0.69,
Cheyenne,7/10/2023,,,1,,high,white,5,9,8,2020,Blumenthal01,,,Y,FP,,1,0.12,0.19,
Cheyenne,7/10/2023,,,1,,high,white,5,10,57,2020,JackieOtt6,,,Y,FB,,1,0.11,0.22,
Cheyenne,,,,1,,high,white,6,1,46,2020,Fleishman_05,,,N,,,,,,
Cheyenne,,,,1,,high,white,6,2,82,2020,Pyle19,,,N,,,,,,
Cheyenne,7/13/2023,,,1,,high,white,6,3,91,2020,Symstad3,,,Y,FP,,1,0.19,0.36,
Cheyenne,7/3/2023,7/10/23,2,1,,high,white,6,4,14,2020,Adler13,,,Y,FP_FB,,2,0.2,0.39,
Cheyenne,6/26/2023,6/30/23,2,1,,high,white,6,5,84,2020,Reed03,,,Y,FP,,2,0.19,0.3,
Cheyenne,,,,1,,high,white,6,6,33,2020,Chambers05,,,N,,,,,,
Cheyenne,,,,1,,high,white,6,7,39,2020,Copeland05,,,N,,,,,,
Cheyenne,,,,1,,high,white,6,8,102,2020,Shriver02,,,N,,,,,,
Cheyenne,7/10/2023,7/17/23,2,1,,high,white,6,9,66,2020,Maron1,,,Y,FG_FP,,5,0.88,1.46,Ant hill
Cheyenne,7/17/2023,,,1,,high,white,6,10,2,2020,AAFC05,,,Y,FG,,1,0.09,0.15,
Cheyenne,,,,1,,high,white,7,1,104,2020,Germino BOP 01,,,N,,,,,,
Cheyenne,,,,1,,high,white,7,2,43,2020,Downs 02,,,N,,,,,,
Cheyenne,,,,1,,high,white,7,3,30,2020,Chambers02,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,7,4,55,2020,JackieOtt2,,,Y,FP,,1,0.032,0.053,
Cheyenne,,,,1,,high,white,7,5,32,2020,Chambers04,,,N,,,,,,
Cheyenne,7/10/2023,,,1,,high,white,7,6,25,2020,Symstad6,,,Y,FP,,1,0.092,0.14,
Cheyenne,7/10/2023,,,1,,high,white,7,7,103,2020,Davies03,,,Y,FP,,1,0.11,0.15,
Cheyenne,,,,1,,high,white,7,8,61,2020,Lee 01,,,N,,,,,,
Cheyenne,6/30/2023,7/10/23,2,1,,high,white,7,9,34,2020,Chambers06,,,Y,FB,,3,0.44,1.13,
Cheyenne,,,,1,,high,white,7,10,24,2020,Blumenthal08,,,N,,,,,,
Cheyenne,,,,1,,high,white,8,1,93,2021,Urza02,,,N,,,,,,
Cheyenne,7/13/2023,,,1,,high,white,8,2,45,2020,Fleishman_01,,,Y,FP,,1,0.1,0.21,
Cheyenne,,,,1,,high,white,8,3,9,2020,Adler05,,,N,,,,,,
Cheyenne,7/10/2023,7/13/23,2,1,,high,white,8,4,12,2020,Schupp02,,,Y,FG_FP,,2,0.41,0.61,
Cheyenne,7/13/2023,,,1,,high,white,8,5,35,2020,Chambers07,,,Y,FB,,1,0.039,0.081,
Cheyenne,,,,1,,high,white,8,6,56,2020,JackieOtt5,,,N,,,,,,
Cheyenne,7/10/2023,7/17/23,2,1,,high,white,8,7,19,2020,Barnett01,,,Y,FG_FB,,3,0.63,0.66,
Cheyenne,,,,1,,high,white,8,8,101,2020,Shriver01,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,high,white,8,9,72,2020,Pyke 03,,,Y,FB,,1,0.069,0.035,
Cheyenne,7/17/2023,,,1,,high,white,8,10,28,2020,Bradford01,,,Y,FP,,2,0.31,0.52,
Cheyenne,,,,1,,low,black,1,1,65,2020,Leger 1,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,black,1,2,24,2020,Blumenthal08,,,Y,FG_FP_FB,,58,25.47,33.2,
Cheyenne,,,,1,,low,black,1,3,86,2021,Schupp03,,,N,,,,,,
Cheyenne,,,,1,,low,black,1,4,73,2020,Pyke 08,,,N,,,,,,
Cheyenne,,,,1,,low,black,1,5,12,2020,Schupp02,,,N,,,,,,
Cheyenne,,,,1,,low,black,2,1,31,2020,Urza01,,,N,,,,,,
Cheyenne,,,,1,,low,black,2,2,25,2020,Symstad6,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,low,black,2,3,57,2020,JackieOtt6,,,Y,FG_FP_FB,,25,11.84,20.82,
Cheyenne,,,,1,,low,black,2,4,51,2020,Holdrege1,,,N,,,,,,
Cheyenne,,,,1,,low,black,2,5,42,2021,Downs 01,,,N,,,,,,
Cheyenne,,,,1,,low,black,3,1,104,2020,Germino BOP 01,,,N,,,,,,
Cheyenne,,,,1,,low,black,3,2,101,2020,Shriver01,,,N,,,,,,
Cheyenne,,,,1,,low,black,3,3,64,2020,Lee 04,,,N,,,,,,
Cheyenne,,,,1,,low,black,3,4,11,2020,Adler09,,,N,,,,,,
Cheyenne,,,,1,,low,black,3,5,68,2020,Porensky01,,,N,,,,,,
Cheyenne,,,,1,,low,black,4,1,83,2020,Reed01,,,N,,,,,,
Cheyenne,,,,1,,low,black,4,2,63,2020,Lee 03,,,N,,,,,,
Cheyenne,,,,1,,low,black,4,3,39,2020,Copeland05,,,N,,,,,,
Cheyenne,,,,1,,low,black,4,4,61,2020,Lee 01,,,N,,,,,,
Cheyenne,,,,1,,low,black,4,5,88,2020,Schupp05,,,N,,,,,,
Cheyenne,,,,1,,low,black,5,1,38,2021,Copeland01,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,black,5,2,56,2020,JackieOtt5,,,Y,FP_FB,,29,9.36,15.88,
Cheyenne,,,,1,,low,black,5,3,7,2020,AAFC10,,,N,,,,,,
Cheyenne,,,,1,,low,black,5,4,47,2020,Fleishman_07,,,N,,,,,,
Cheyenne,,,,1,,low,black,5,5,2,2020,AAFC05,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,low,black,6,1,55,2020,JackieOtt2,,,Y,FG_FP_FB,,12,3.98,6.38,partial smut
Cheyenne,,,,1,,low,black,6,2,33,2020,Chambers05,,,N,,,,,,
Cheyenne,,,,1,,low,black,6,3,49,2020,Getts3,,,N,,,,,,
Cheyenne,,,,1,,low,black,6,4,82,2020,Pyle19,,,N,,,,,,
Cheyenne,,,,1,,low,black,6,5,102,2020,Shriver02,,,N,,,,,,
Cheyenne,,,,1,,low,black,7,1,1,2020,AAFC04,,,N,,,,,,
Cheyenne,,,,1,,low,black,7,2,72,2020,Pyke 03,,,N,,,,,,
Cheyenne,,,,1,,low,black,7,3,19,2020,Barnett01,,,N,,,,,,
Cheyenne,,,,1,,low,black,7,4,98,2020,Chynoweth05,,,N,,,,,,
Cheyenne,,,,1,,low,black,7,5,37,2020,Chambers09,,,N,,,,,,
Cheyenne,7/10/2023,7/17/2023,2,1,,low,black,8,1,88,2020,Schupp05,,,Y,FB,,15,3.51,5.36,
Cheyenne,7/17/2023,,,1,,low,black,8,2,59,2020,Lavin01,,,Y,FG_FP_FB,,29,12.01,15.73,
Cheyenne,,,,1,,low,black,8,3,75,2020,Pyle01,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,black,8,4,90,2020,Symstad2,,,Y,FP_FB,,16,6.85,8.89,
Cheyenne,,,,1,,low,black,8,5,76,2020,Pyle09,,,N,,,,,,
Cheyenne,,,,1,,low,black,9,1,93,2021,Urza02,,,N,,,,,,
Cheyenne,,,,1,,low,black,9,2,66,2020,Maron1,,,N,,,,,,
Cheyenne,,,,1,,low,black,9,3,96,2020,Chynoweth02,,,N,,,,,,
