site,block,density_long,density,albedo,source,growout_yr,growout_loc,,,X,Y,genotype,genotype_batch
Cheyenne,8,high,hi,black,Adler17,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,2,8,g17,17_Reno
Cheyenne,8,high,hi,black,AAFC09,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,3,8,g6,6_Reno
Cheyenne,8,high,hi,black,Lee2,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,4,8,g62,62_Reno
Cheyenne,8,high,hi,black,Lee2,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,5,8,g62,62_Reno
Cheyenne,8,high,hi,black,Blumenthal01,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,6,8,g8,8_Reno
Cheyenne,8,high,hi,black,Davies03,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,7,8,g103,103_Reno
Cheyenne,8,high,hi,black,Porensky1,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,8,8,g68,68_Reno
Cheyenne,8,high,hi,black,Lavin01,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,9,8,g59,59_Reno
Cheyenne,8,high,hi,black,Urza2,2021,Logan,hi black Cheyenne,hi black Cheyenne 8,10,8,g93,93_Logan
Cheyenne,8,high,hi,black,Chambers07,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,1,9,g35,35_Reno
Cheyenne,8,high,hi,black,Adler13,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,2,9,g14,14_Reno
Cheyenne,8,high,hi,black,Chambers06,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,3,9,g34,34_Reno
Cheyenne,8,high,hi,black,Adler05,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,4,9,g9,9_Reno
Cheyenne,8,high,hi,black,JackieOtt1,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,5,9,g54,54_Reno
Cheyenne,8,high,hi,black,Porensky17,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,6,9,g69,69_Reno
Cheyenne,8,high,hi,black,Hufft2,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,7,9,g53,53_Reno
Cheyenne,8,high,hi,black,Reed01,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,8,9,g83,83_Reno
Cheyenne,8,high,hi,black,Downs01,2021,Logan,hi black Cheyenne,hi black Cheyenne 8,9,9,g42,42_Logan
Cheyenne,8,high,hi,black,Leger 1,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,10,9,g65,65_Reno
Cheyenne,8,high,hi,black,Symstad6,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,1,10,g25,25_Reno
Cheyenne,8,high,hi,black,JackieOtt6,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,2,10,g57,57_Reno
Cheyenne,8,high,hi,black,Chambers02,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,3,10,g30,30_Reno
Cheyenne,8,high,hi,black,Downs02,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,4,10,g43,43_Reno
Cheyenne,8,high,hi,black,Chynoweth05,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,5,10,g98,98_Reno
Cheyenne,8,high,hi,black,Adler09,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,6,10,g11,11_Reno
Cheyenne,8,high,hi,black,Germino BOP 01,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,7,10,g104,104_Reno
Cheyenne,8,high,hi,black,Downs03,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,8,10,g44,44_Reno
Cheyenne,8,high,hi,black,Copeland05,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,9,10,g39,39_Reno
Cheyenne,8,high,hi,black,Pyle019,2020,Reno,hi black Cheyenne,hi black Cheyenne 8,10,10,g82,82_Reno
Cheyenne,8,high,hi,white,Getts3,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,1,g49,49_Reno
Cheyenne,8,high,hi,white,Copeland05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,1,g39,39_Reno
Cheyenne,8,high,hi,white,Chambers02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,1,g30,30_Reno
Cheyenne,8,high,hi,white,Getts3,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,1,g49,49_Reno
Cheyenne,8,high,hi,white,Chambers01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,1,g29,29_Reno
Cheyenne,8,high,hi,white,Schupp04,2021,Logan,hi white Cheyenne,hi white Cheyenne 8,6,1,g87,87_Logan
Cheyenne,8,high,hi,white,Pyle009,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,1,g76,76_Reno
Cheyenne,8,high,hi,white,Pyke8,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,1,g73,73_Reno
Cheyenne,8,high,hi,white,Blumenthal01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,1,g8,8_Reno
Cheyenne,8,high,hi,white,Chynoweth08,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,1,g100,100_Reno
Cheyenne,8,high,hi,white,AAFC09,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,2,g6,6_Reno
Cheyenne,8,high,hi,white,Pyle019,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,2,g82,82_Reno
Cheyenne,8,high,hi,white,Lavin02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,2,g60,60_Reno
Cheyenne,8,high,hi,white,Downs02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,2,g43,43_Reno
Cheyenne,8,high,hi,white,AAFC04,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,2,g1,1_Reno
Cheyenne,8,high,hi,white,Downs03,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,2,g44,44_Reno
Cheyenne,8,high,hi,white,Chambers01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,2,g29,29_Reno
Cheyenne,8,high,hi,white,Porensky1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,2,g68,68_Reno
Cheyenne,8,high,hi,white,Fleishman_01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,2,g45,45_Reno
Cheyenne,8,high,hi,white,Chambers06,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,2,g34,34_Reno
Cheyenne,8,high,hi,white,Pyle010,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,3,g77,77_Reno
Cheyenne,8,high,hi,white,Chynoweth03,2021,Logan,hi white Cheyenne,hi white Cheyenne 8,2,3,g97,97_Logan
Cheyenne,8,high,hi,white,Shriver02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,3,g102,102_Reno
Cheyenne,8,high,hi,white,Hufft2,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,3,g53,53_Reno
Cheyenne,8,high,hi,white,Bradford01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,3,g28,28_Reno
Cheyenne,8,high,hi,white,Chynoweth02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,3,g96,96_Reno
Cheyenne,8,high,hi,white,Lee2,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,3,g62,62_Reno
Cheyenne,8,high,hi,white,Copeland05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,3,g39,39_Reno
Cheyenne,8,high,hi,white,Copeland01,2021,Logan,hi white Cheyenne,hi white Cheyenne 8,9,3,g38,38_Logan
Cheyenne,8,high,hi,white,Lee3,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,3,g63,63_Reno
Cheyenne,8,high,hi,white,Pyle001,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,4,g75,75_Reno
Cheyenne,8,high,hi,white,Lavin01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,4,g59,59_Reno
Cheyenne,8,high,hi,white,Copeland05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,4,g39,39_Reno
Cheyenne,8,high,hi,white,Schupp01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,4,g13,13_Reno
Cheyenne,8,high,hi,white,Leger 1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,4,g65,65_Reno
Cheyenne,8,high,hi,white,Getts3,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,4,g49,49_Reno
Cheyenne,8,high,hi,white,Pyke21,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,4,g74,74_Reno
Cheyenne,8,high,hi,white,Reed03,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,4,g84,84_Reno
Cheyenne,8,high,hi,white,Chynoweth05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,4,g98,98_Reno
Cheyenne,8,high,hi,white,JackieOtt5,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,4,g56,56_Reno
Cheyenne,8,high,hi,white,Maron1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,5,g66,66_Reno
Cheyenne,8,high,hi,white,Lee1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,5,g61,61_Reno
Cheyenne,8,high,hi,white,Chynoweth01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,5,g26,26_Reno
Cheyenne,8,high,hi,white,Pyle015,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,5,g79,79_Reno
Cheyenne,8,high,hi,white,Chambers09,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,5,g37,37_Reno
Cheyenne,8,high,hi,white,Chambers07,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,5,g35,35_Reno
Cheyenne,8,high,hi,white,Adler18,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,5,g18,18_Reno
Cheyenne,8,high,hi,white,Lee2,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,5,g62,62_Reno
Cheyenne,8,high,hi,white,Downs01,2021,Logan,hi white Cheyenne,hi white Cheyenne 8,9,5,g42,42_Logan
Cheyenne,8,high,hi,white,Chambers04,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,5,g32,32_Reno
Cheyenne,8,high,hi,white,Chambers02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,6,g30,30_Reno
Cheyenne,8,high,hi,white,Adler13,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,6,g14,14_Reno
Cheyenne,8,high,hi,white,JackieOtt7,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,6,g58,58_Reno
Cheyenne,8,high,hi,white,Urza1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,6,g31,31_Reno
Cheyenne,8,high,hi,white,Barnett01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,6,g19,19_Reno
Cheyenne,8,high,hi,white,AAFC05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,6,g2,2_Reno
Cheyenne,8,high,hi,white,Lee1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,6,g61,61_Reno
Cheyenne,8,high,hi,white,Holdrege1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,6,g51,51_Reno
Cheyenne,8,high,hi,white,Schupp02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,6,g12,12_Reno
Cheyenne,8,high,hi,white,Lee4,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,6,g64,64_Reno
Cheyenne,8,high,hi,white,Wilcox02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,7,g95,95_Reno
Cheyenne,8,high,hi,white,Schupp05,2021,Logan,hi white Cheyenne,hi white Cheyenne 8,2,7,g88,88_Logan
Cheyenne,8,high,hi,white,Fleishman_05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,7,g46,46_Reno
Cheyenne,8,high,hi,white,AAFC10,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,7,g7,7_Reno
Cheyenne,8,high,hi,white,AAFC04,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,7,g1,1_Reno
Cheyenne,8,high,hi,white,Chambers08,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,7,g36,36_Reno
Cheyenne,8,high,hi,white,Schupp03,2021,Logan,hi white Cheyenne,hi white Cheyenne 8,7,7,g86,86_Logan
Cheyenne,8,high,hi,white,Porensky17,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,7,g69,69_Reno
Cheyenne,8,high,hi,white,Symstad2,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,7,g90,90_Reno
Cheyenne,8,high,hi,white,Pyke3,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,7,g72,72_Reno
Cheyenne,8,high,hi,white,Blumenthal10,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,8,g105,105_Reno
Cheyenne,8,high,hi,white,Chambers07,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,8,g35,35_Reno
Cheyenne,8,high,hi,white,Chambers05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,8,g33,33_Reno
Cheyenne,8,high,hi,white,Blumenthal08,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,8,g24,24_Reno
Cheyenne,8,high,hi,white,Lee2,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,8,g62,62_Reno
Cheyenne,8,high,hi,white,Symstad6,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,8,g25,25_Reno
Cheyenne,8,high,hi,white,AAFC08,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,8,g5,5_Reno
Cheyenne,8,high,hi,white,Reed01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,8,g83,83_Reno
Cheyenne,8,high,hi,white,Davies03,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,8,g103,103_Reno
Cheyenne,8,high,hi,white,JackieOtt6,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,8,g57,57_Reno
Cheyenne,8,high,hi,white,JackieOtt2,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,9,g55,55_Reno
Cheyenne,8,high,hi,white,Porensky30,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,9,g71,71_Reno
Cheyenne,8,high,hi,white,Adler17,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,9,g17,17_Reno
Cheyenne,8,high,hi,white,Symstad1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,9,g89,89_Reno
Cheyenne,8,high,hi,white,Chynoweth05,2021,Logan,hi white Cheyenne,hi white Cheyenne 8,5,9,g98,98_Logan
Cheyenne,8,high,hi,white,Lee3,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,9,g63,63_Reno
Cheyenne,8,high,hi,white,Adler05,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,9,g9,9_Reno
Cheyenne,8,high,hi,white,Pyle017,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,9,g81,81_Reno
Cheyenne,8,high,hi,white,Symstad4,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,9,g92,92_Reno
Cheyenne,8,high,hi,white,Chambers06,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,9,g34,34_Reno
Cheyenne,8,high,hi,white,Downs02,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,1,10,g43,43_Reno
Cheyenne,8,high,hi,white,Shriver01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,2,10,g101,101_Reno
Cheyenne,8,high,hi,white,Germino BOP 01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,3,10,g104,104_Reno
Cheyenne,8,high,hi,white,Urza2,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,4,10,g93,93_Reno
Cheyenne,8,high,hi,white,Germino BOP 01,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,5,10,g104,104_Reno
Cheyenne,8,high,hi,white,Hufft1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,6,10,g52,52_Reno
Cheyenne,8,high,hi,white,Symstad3,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,7,10,g91,91_Reno
Cheyenne,8,high,hi,white,Fleishman_07,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,8,10,g47,47_Reno
Cheyenne,8,high,hi,white,JackieOtt1,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,9,10,g54,54_Reno
Cheyenne,8,high,hi,white,Adler09,2020,Reno,hi white Cheyenne,hi white Cheyenne 8,10,10,g11,11_Reno
Cheyenne,8,low,lo,black,Symstad6,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,1,1,g25,25_Reno
Cheyenne,8,low,lo,black,Getts3,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,2,1,g49,49_Reno
Cheyenne,8,low,lo,black,Getts3,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,3,1,g49,49_Reno
Cheyenne,8,low,lo,black,Adler13,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,4,1,g14,14_Reno
Cheyenne,8,low,lo,black,Chynoweth05,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,5,1,g98,98_Logan
Cheyenne,8,low,lo,black,Urza2,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,6,1,g93,93_Logan
Cheyenne,8,low,lo,black,Lee2,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,7,1,g62,62_Reno
Cheyenne,8,low,lo,black,Pyke8,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,8,1,g73,73_Reno
Cheyenne,8,low,lo,black,Urza1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,9,1,g31,31_Reno
Cheyenne,8,low,lo,black,Chynoweth05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,10,1,g98,98_Reno
Cheyenne,8,low,lo,black,Pyle010,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,11,1,g77,77_Reno
Cheyenne,8,low,lo,black,AAFC05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,12,1,g2,2_Reno
Cheyenne,8,low,lo,black,Schupp01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,13,1,g13,13_Reno
Cheyenne,8,low,lo,black,Downs02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,14,1,g43,43_Reno
Cheyenne,8,low,lo,black,Chynoweth03,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,15,1,g97,97_Logan
Cheyenne,8,low,lo,black,Pyle001,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,16,1,g75,75_Reno
Cheyenne,8,low,lo,black,Pyke3,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,17,1,g72,72_Reno
Cheyenne,8,low,lo,black,Blumenthal01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,18,1,g8,8_Reno
Cheyenne,8,low,lo,black,Lee3,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,19,1,g63,63_Reno
Cheyenne,8,low,lo,black,Adler17,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,20,1,g17,17_Reno
Cheyenne,8,low,lo,black,JackieOtt5,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,1,2,g56,56_Reno
Cheyenne,8,low,lo,black,Copeland05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,2,2,g39,39_Reno
Cheyenne,8,low,lo,black,Blumenthal10,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,3,2,g105,105_Reno
Cheyenne,8,low,lo,black,JackieOtt7,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,4,2,g58,58_Reno
Cheyenne,8,low,lo,black,Chambers06,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,5,2,g34,34_Reno
Cheyenne,8,low,lo,black,Bradford01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,6,2,g28,28_Reno
Cheyenne,8,low,lo,black,Leger 1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,7,2,g65,65_Reno
Cheyenne,8,low,lo,black,Porensky17,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,8,2,g69,69_Reno
Cheyenne,8,low,lo,black,Schupp03,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,9,2,g86,86_Reno
Cheyenne,8,low,lo,black,Symstad1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,10,2,g89,89_Reno
Cheyenne,8,low,lo,black,Lee4,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,11,2,g64,64_Reno
Cheyenne,8,low,lo,black,Pyle015,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,12,2,g79,79_Reno
Cheyenne,8,low,lo,black,Chambers05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,13,2,g33,33_Reno
Cheyenne,8,low,lo,black,Chambers01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,14,2,g29,29_Reno
Cheyenne,8,low,lo,black,Chambers07,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,15,2,g35,35_Reno
Cheyenne,8,low,lo,black,Symstad2,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,16,2,g90,90_Reno
Cheyenne,8,low,lo,black,Chynoweth02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,17,2,g96,96_Reno
Cheyenne,8,low,lo,black,Copeland01,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,18,2,g38,38_Logan
Cheyenne,8,low,lo,black,AAFC04,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,19,2,g1,1_Reno
Cheyenne,8,low,lo,black,Lee2,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,20,2,g62,62_Reno
Cheyenne,8,low,lo,black,Chynoweth01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,1,3,g26,26_Reno
Cheyenne,8,low,lo,black,Porensky30,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,2,3,g71,71_Reno
Cheyenne,8,low,lo,black,AAFC04,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,3,3,g1,1_Reno
Cheyenne,8,low,lo,black,Downs03,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,4,3,g44,44_Reno
Cheyenne,8,low,lo,black,Germino BOP 01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,5,3,g104,104_Reno
Cheyenne,8,low,lo,black,Downs01,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,6,3,g42,42_Logan
Cheyenne,8,low,lo,black,JackieOtt2,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,7,3,g55,55_Reno
Cheyenne,8,low,lo,black,Blumenthal08,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,8,3,g24,24_Reno
Cheyenne,8,low,lo,black,JackieOtt1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,9,3,g54,54_Reno
Cheyenne,8,low,lo,black,AAFC10,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,10,3,g7,7_Reno
Cheyenne,8,low,lo,black,Chynoweth08,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,11,3,g100,100_Reno
Cheyenne,8,low,lo,black,Davies03,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,12,3,g103,103_Reno
Cheyenne,8,low,lo,black,Chambers04,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,13,3,g32,32_Reno
Cheyenne,8,low,lo,black,Adler09,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,14,3,g11,11_Reno
Cheyenne,8,low,lo,black,Adler18,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,15,3,g18,18_Reno
Cheyenne,8,low,lo,black,Copeland05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,16,3,g39,39_Reno
Cheyenne,8,low,lo,black,Pyle009,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,17,3,g76,76_Reno
Cheyenne,8,low,lo,black,Pyle019,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,18,3,g82,82_Reno
Cheyenne,8,low,lo,black,Chambers02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,19,3,g30,30_Reno
Cheyenne,8,low,lo,black,Chambers07,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,20,3,g35,35_Reno
Cheyenne,8,low,lo,black,Maron1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,1,4,g66,66_Reno
Cheyenne,8,low,lo,black,Schupp05,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,2,4,g88,88_Logan
Cheyenne,8,low,lo,black,Getts3,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,3,4,g49,49_Reno
Cheyenne,8,low,lo,black,Symstad3,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,4,4,g91,91_Reno
Cheyenne,8,low,lo,black,Porensky1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,5,4,g68,68_Reno
Cheyenne,8,low,lo,black,Shriver01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,6,4,g101,101_Reno
Cheyenne,8,low,lo,black,Wilcox02,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,7,4,g95,95_Logan
Cheyenne,8,low,lo,black,Lee3,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,8,4,g63,63_Reno
Cheyenne,8,low,lo,black,Chambers01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,9,4,g29,29_Reno
Cheyenne,8,low,lo,black,Pyle017,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,10,4,g81,81_Reno
Cheyenne,8,low,lo,black,Downs02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,11,4,g43,43_Reno
Cheyenne,8,low,lo,black,Chambers02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,12,4,g30,30_Reno
Cheyenne,8,low,lo,black,Lee1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,13,4,g61,61_Reno
Cheyenne,8,low,lo,black,Copeland05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,14,4,g39,39_Reno
Cheyenne,8,low,lo,black,Pyke21,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,15,4,g74,74_Reno
Cheyenne,8,low,lo,black,Reed03,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,16,4,g84,84_Reno
Cheyenne,8,low,lo,black,Barnett01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,17,4,g19,19_Reno
Cheyenne,8,low,lo,black,Chambers08,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,18,4,g36,36_Reno
Cheyenne,8,low,lo,black,Reed01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,19,4,g83,83_Reno
Cheyenne,8,low,lo,black,Lee1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,20,4,g61,61_Reno
Cheyenne,8,low,lo,black,Fleishman_01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,1,5,g45,45_Reno
Cheyenne,8,low,lo,black,Shriver02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,2,5,g102,102_Reno
Cheyenne,8,low,lo,black,Schupp04,2021,Logan,lo black Cheyenne,lo black Cheyenne 8,3,5,g87,87_Logan
Cheyenne,8,low,lo,black,Germino BOP 01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,4,5,g104,104_Reno
Cheyenne,8,low,lo,black,Holdrege1,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,5,5,g51,51_Reno
Cheyenne,8,low,lo,black,Schupp02,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,6,5,g12,12_Reno
Cheyenne,8,low,lo,black,Lavin01,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,7,5,g59,59_Reno
Cheyenne,8,low,lo,black,Adler05,2020,Reno,lo black Cheyenne,lo black Cheyenne 8,8,5,g9,9_Reno
