block,density,gravel,x,y,seed_count_total,inflor_mass,biomass_whole,tillers,standard_note,all_seed_drop,herbivory,physical_damage,seed_drop,smut,plantID,site,genotype,first_flower,live,v
6,lo,black,8,2,527,1.16,0.46,6,NA,NA,NA,NA,NA,NA,Boise2022_6337,WI,63,109,Y,FG
6,lo,black,8,3,245,0.49,0.27,4,NA,NA,NA,NA,NA,NA,Boise2022_6338,WI,88,130,Y,FG
6,lo,black,8,5,573,1.72,0.7,15,NA,NA,NA,NA,NA,NA,Boise2022_6340,WI,29,109,Y,FG
6,lo,black,9,2,468,1.03,0.79,9,NA,NA,NA,NA,NA,NA,Boise2022_6342,WI,39,130,Y,FG
6,lo,black,9,3,165,0.33,0.28,4,NA,NA,NA,NA,NA,NA,Boise2022_6343,WI,56,109,Y,FG
7,hi,black,1,2,65,0.13,0.1,2,NA,NA,NA,NA,NA,NA,Boise2022_6402,WI,74,130,Y,FG
7,hi,black,1,7,67,0.16,0.1,1,NA,NA,NA,NA,NA,NA,Boise2022_6407,WI,33,130,Y,FG
7,hi,black,1,8,8,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6408,WI,32,130,Y,FG
7,hi,black,1,9,65,0.17,0.15,1,NA,NA,NA,NA,NA,NA,Boise2022_6409,WI,73,130,Y,FG
7,hi,black,10,1,45,0.06,0.1,1,NA,NA,NA,NA,NA,NA,Boise2022_6491,WI,76,130,Y,FG
7,hi,black,10,10,46,0.11,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_6500,WI,5,130,Y,FG
7,hi,black,10,5,45,0.1,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_6495,WI,89,130,Y,FG
7,hi,black,10,7,50,0.07,0.14,2,NA,NA,NA,NA,NA,NA,Boise2022_6497,WI,81,147,Y,FG
7,hi,black,10,8,104,0.27,0.12,2,NA,NA,NA,NA,NA,NA,Boise2022_6498,WI,45,109,Y,FG
7,hi,black,2,10,12,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6420,WI,40,130,Y,FP
7,hi,black,2,3,13,0.02,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6413,WI,67,147,Y,FG
7,hi,black,2,4,16,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6414,WI,29,130,Y,FP
7,hi,black,2,6,54,0.13,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_6416,WI,103,130,Y,FG
7,hi,black,2,8,38,0.09,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6418,WI,55,130,Y,FG
7,hi,black,2,9,17,0.03,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6419,WI,8,130,Y,FP
7,hi,black,3,2,28,0.06,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_6422,WI,16,130,Y,FG
7,hi,black,3,3,3,0.005,0.007,1,NA,NA,NA,NA,NA,NA,Boise2022_6423,WI,34,147,Y,FB
7,hi,black,3,4,4,0.004,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_6424,WI,83,147,Y,FG
7,hi,black,3,5,88,0.37,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_6425,WI,49,130,Y,FG
7,hi,black,3,6,34,0.08,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_6426,WI,75,130,Y,FG
7,hi,black,3,7,47,0.11,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6427,WI,71,130,Y,FG
7,hi,black,3,8,7,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6428,WI,96,130,Y,FG
7,hi,black,3,9,59,0.19,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_6429,WI,76,130,Y,FG
7,hi,black,4,1,113,0.27,0.15,2,NA,NA,NA,NA,NA,NA,Boise2022_6431,WI,20,109,Y,FG
7,hi,black,4,3,28,0.05,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6433,WI,70,130,Y,FG
7,hi,black,4,5,9,0.03,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_6435,WI,104,130,Y,FP
7,hi,black,4,6,40,0.1,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6436,WI,31,130,Y,FG
7,hi,black,4,8,8,0.02,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6438,WI,81,147,Y,FG
7,hi,black,5,1,71,0.27,0.22,3,NA,NA,NA,NA,NA,NA,Boise2022_6441,WI,64,109,Y,FG
7,hi,black,5,10,33,0.07,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6450,WI,7,130,Y,FP
7,hi,black,5,2,96,0.23,0.19,3,NA,NA,NA,NA,NA,NA,Boise2022_6442,WI,82,130,Y,FG
7,hi,black,5,3,23,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_6443,WI,62,130,Y,FG
7,hi,black,5,4,29,0.07,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_6444,WI,2,130,Y,FP
7,hi,black,5,6,34,0.11,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_6446,WI,77,109,Y,FG
7,hi,black,5,7,96,0.25,0.14,2,NA,NA,NA,NA,NA,NA,Boise2022_6447,WI,79,147,Y,FP
7,hi,black,5,8,29,0.06,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_6448,WI,59,130,Y,FG
7,hi,black,6,1,115,0.3,0.16,2,NA,NA,NA,NA,NA,NA,Boise2022_6451,WI,66,130,Y,FG
7,hi,black,6,10,3,0.01,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_6460,WI,63,130,Y,FG
7,hi,black,6,2,33,0.07,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6452,WI,58,130,Y,FG
7,hi,black,6,3,41,0.11,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6453,WI,87,130,Y,FG
7,hi,black,6,4,16,0.04,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6454,WI,39,130,Y,FG
7,hi,black,6,5,82,0.18,0.12,2,NA,NA,NA,NA,NA,NA,Boise2022_6455,WI,93,130,Y,FG
7,hi,black,6,6,55,0.12,0.11,1,NA,NA,NA,NA,NA,NA,Boise2022_6456,WI,102,130,Y,FG
7,hi,black,6,7,75,0.15,0.14,2,NA,NA,NA,NA,NA,NA,Boise2022_6457,WI,27,130,Y,FG
7,hi,black,6,8,23,0.05,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6458,WI,65,130,Y,FG
7,hi,black,7,10,55,0.12,0.07,2,NA,NA,NA,NA,NA,NA,Boise2022_6470,WI,28,130,Y,FG
7,hi,black,7,2,119,0.19,0.16,2,NA,NA,NA,NA,NA,NA,Boise2022_6462,WI,92,130,Y,FG
7,hi,black,7,3,11,0.02,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6463,WI,82,130,Y,FG
7,hi,black,7,4,46,0.12,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_6464,WI,43,130,Y,FG
7,hi,black,7,5,65,0.13,0.12,2,NA,NA,NA,NA,NA,NA,Boise2022_6465,WI,30,130,Y,FG
7,hi,black,7,7,6,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6467,WI,57,147,Y,FB
7,hi,black,7,8,77,0.2,0.18,2,NA,NA,NA,NA,NA,NA,Boise2022_6468,WI,88,130,Y,FG
7,hi,black,7,9,21,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_6469,WI,38,130,Y,FP
7,hi,black,8,1,67,0.16,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_6471,WI,19,130,Y,FG
7,hi,black,8,3,46,0.1,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_6473,WI,79,130,Y,FG
7,hi,black,8,4,20,0.04,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6474,WI,36,130,Y,FG
7,hi,black,8,5,23,0.04,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6475,WI,74,130,Y,FG
7,hi,black,8,6,24,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6476,WI,77,130,Y,FG
7,hi,black,8,7,38,0.1,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6477,WI,84,130,Y,FP
7,hi,black,8,8,94,0.17,0.12,2,NA,NA,NA,NA,NA,NA,Boise2022_6478,WI,105,147,Y,FP
7,hi,black,9,1,65,0.13,0.21,3,NA,NA,NA,NA,NA,NA,Boise2022_6481,WI,97,130,Y,FG
7,hi,black,9,10,4,0.01,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_6490,WI,13,147,Y,FG
7,hi,black,9,4,22,0.09,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6484,WI,44,109,Y,FP
7,hi,black,9,5,42,0.09,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6485,WI,17,130,Y,FG
7,hi,black,9,6,59,0.13,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_6486,WI,26,109,Y,FG
7,hi,black,9,7,50,0.11,0.07,2,NA,NA,NA,NA,NA,NA,Boise2022_6487,WI,35,130,Y,FG
7,lo,black,10,1,188,0.49,0.23,4,NA,NA,NA,NA,NA,NA,Boise2022_6546,WI,29,130,Y,FG
7,lo,black,10,3,18,0.03,0.1,2,NA,NA,NA,NA,NA,NA,Boise2022_6548,WI,100,130,Y,FG
7,lo,black,11,1,340,0.68,0.39,6,NA,NA,NA,NA,NA,NA,Boise2022_6551,WI,30,130,Y,FG
7,lo,black,11,4,605,1.33,1.2,12,NA,NA,NA,NA,NA,NA,Boise2022_6554,WI,103,130,Y,FG
7,lo,black,12,2,133,0.32,0.2,4,NA,NA,NA,NA,NA,NA,Boise2022_6557,WI,7,154,Y,FB
7,lo,black,12,4,319,0.83,0.38,4,NA,NA,NA,NA,NA,NA,Boise2022_6559,WI,84,130,Y,FG
7,lo,black,12,5,507,1.52,0.88,14,NA,NA,NA,NA,NA,NA,Boise2022_6560,WI,101,109,Y,FG
7,lo,black,13,1,68,0.15,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6561,WI,57,130,Y,FG
7,lo,black,13,4,307,0.86,0.58,6,NA,NA,NA,NA,NA,NA,Boise2022_6564,WI,62,147,Y,FP
7,lo,black,13,5,177,0.39,0.22,3,NA,NA,NA,NA,NA,NA,Boise2022_6565,WI,57,130,Y,FG
7,lo,black,14,3,310,0.62,0.31,5,NA,NA,NA,NA,NA,NA,Boise2022_6568,WI,61,130,Y,FG
7,lo,black,14,4,15,0.02,0.39,2,NA,NA,NA,NA,NA,NA,Boise2022_6569,WI,81,130,Y,FG
7,lo,black,15,1,91,0.2,0.15,3,NA,NA,NA,NA,NA,NA,Boise2022_6571,WI,96,130,Y,FG
7,lo,black,15,2,223,0.49,0.34,4,NA,NA,NA,NA,NA,NA,Boise2022_6572,WI,36,130,Y,FG
7,lo,black,15,3,259,0.57,0.42,5,NA,NA,NA,NA,NA,NA,Boise2022_6573,WI,58,130,Y,FG
7,lo,black,15,4,296,0.71,0.34,4,NA,NA,NA,NA,NA,NA,Boise2022_6574,WI,68,154,Y,FB
7,lo,black,15,5,140,0.42,0.23,5,NA,NA,NA,NA,NA,NA,Boise2022_6575,WI,65,130,Y,FG
7,lo,black,16,1,95,0.19,0.28,4,NA,NA,NA,NA,NA,NA,Boise2022_6576,WI,91,130,Y,FG
7,lo,black,16,4,5,0.08,0.18,2,NA,NA,NA,NA,NA,NA,Boise2022_6579,WI,6,154,Y,FG
7,lo,black,17,3,492,1.18,0.81,9,NA,NA,NA,NA,NA,NA,Boise2022_6583,WI,74,130,Y,FG
7,lo,black,18,1,49,0.12,0.1,1,NA,NA,NA,NA,NA,NA,Boise2022_6586,WI,26,130,Y,FP
7,lo,black,18,5,335,0.87,0.44,4,NA,NA,NA,NA,NA,NA,Boise2022_6590,WI,43,130,Y,FG
7,lo,black,19,4,36,0.07,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_6594,WI,89,130,Y,FG
7,lo,black,2,3,481,1.25,0.72,6,NA,NA,NA,NA,NA,NA,Boise2022_6508,WI,54,130,Y,FG
7,lo,black,2,4,604,1.45,0.64,7,NA,NA,NA,NA,NA,NA,Boise2022_6509,WI,34,130,Y,FG
7,lo,black,20,3,112,0.27,0.2,1,NA,NA,NA,NA,NA,NA,Boise2022_6598,WI,17,130,Y,FG
7,lo,black,20,4,172,0.31,0.2,3,NA,NA,NA,NA,NA,NA,Boise2022_6599,WI,66,130,Y,FG
7,lo,black,3,5,441,0.97,0.65,6,NA,NA,NA,NA,NA,NA,Boise2022_6515,WI,55,130,Y,FG
7,lo,black,4,3,504,1.21,0.92,12,NA,NA,NA,NA,NA,NA,Boise2022_6518,WI,9,130,Y,FG
7,lo,black,4,4,436,0.96,0.59,6,NA,NA,NA,NA,NA,NA,Boise2022_6519,WI,52,154,Y,FB
7,lo,black,5,2,294,0.53,0.36,6,NA,NA,NA,NA,NA,NA,Boise2022_6522,WI,12,130,Y,FG
7,lo,black,7,4,170,0.34,0.21,4,NA,NA,NA,NA,NA,NA,Boise2022_6534,WI,25,130,Y,FG
7,lo,black,7,5,386,0.85,0.74,8,NA,NA,NA,NA,NA,NA,Boise2022_6535,WI,12,130,Y,FG
7,lo,black,8,1,261,0.47,0.31,4,NA,NA,NA,NA,NA,NA,Boise2022_6536,WI,69,130,Y,FG
7,lo,black,8,3,385,1,0.51,8,NA,NA,NA,NA,NA,NA,Boise2022_6538,WI,42,130,Y,FG
7,lo,black,8,4,267,0.64,0.35,6,NA,NA,NA,NA,NA,NA,Boise2022_6539,WI,97,154,Y,FP
7,lo,black,9,1,23,0.05,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6541,WI,39,154,Y,FB
7,lo,black,9,2,27,0.05,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_6542,WI,103,154,Y,FB
7,lo,black,9,3,62,0.16,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_6543,WI,90,130,Y,FG
7,lo,black,9,4,739,1.33,1.35,11,NA,NA,NA,NA,NA,NA,Boise2022_6544,WI,53,154,Y,FG
7,hi,white,1,2,82,0.23,0.12,1,NA,NA,NA,NA,NA,NA,Boise2022_6602,WI,56,130,Y,FG
7,hi,white,1,3,6,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6603,WI,64,109,Y,FP
7,hi,white,1,5,13,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6605,WI,76,130,Y,FG
7,hi,white,1,6,4,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6606,WI,71,153,Y,FG
7,hi,white,1,7,27,0.07,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6607,WI,102,130,Y,FG
7,hi,white,1,9,15,0.02,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_6609,WI,74,130,Y,FP
7,hi,white,10,1,58,0.1,0.15,1,NA,NA,NA,NA,NA,NA,Boise2022_6691,WI,48,153,Y,FB
7,hi,white,10,10,14,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6700,WI,1,153,Y,FG
7,hi,white,10,4,61,0.11,0.12,2,NA,NA,NA,NA,NA,NA,Boise2022_6694,WI,103,130,Y,FG
7,hi,white,10,6,8,0.009,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_6696,WI,17,147,Y,FG
7,hi,white,10,7,17,0.02,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_6697,WI,74,130,Y,FG
7,hi,white,10,9,31,0.04,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_6699,WI,61,130,Y,FP
7,hi,white,2,10,29,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_6620,WI,84,130,Y,FP
7,hi,white,2,3,68,0.15,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_6613,WI,100,130,Y,FG
7,hi,white,2,4,9,0.01,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_6614,WI,81,153,Y,FG
7,hi,white,2,5,105,0.23,0.15,2,NA,NA,NA,NA,NA,NA,Boise2022_6615,WI,96,130,Y,FG
7,hi,white,2,7,8,0.01,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6617,WI,79,153,Y,FB
7,hi,white,2,9,37,0.07,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6619,WI,83,130,Y,FP
7,hi,white,3,2,7,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6622,WI,52,147,Y,FP
7,hi,white,3,3,45,0.1,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_6623,WI,91,130,Y,FG
7,hi,white,3,4,5,0.01,0.009,1,NA,NA,NA,NA,NA,NA,Boise2022_6624,WI,68,153,Y,FB
7,hi,white,3,5,50,0.11,0.08,2,NA,NA,NA,NA,NA,NA,Boise2022_6625,WI,27,153,Y,FP
7,hi,white,3,6,24,0.03,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_6626,WI,53,130,Y,FP
7,hi,white,3,8,57,0.16,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_6628,WI,12,130,Y,FG
7,hi,white,4,1,1,4e-4,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_6631,WI,20,153,Y,FB
7,hi,white,4,10,92,0.24,0.19,2,NA,NA,NA,NA,NA,NA,Boise2022_6640,WI,43,130,Y,FG
7,hi,white,4,2,69,0.11,0.08,2,NA,NA,NA,NA,NA,NA,Boise2022_6632,WI,19,130,Y,FG
7,hi,white,4,4,80,0.08,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_6634,WI,37,130,Y,FG
7,hi,white,4,5,70,0.14,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_6635,WI,82,130,Y,FG
