"plantID","jday","live","v","length_mm","herbivory","frost_heave","harvested","notes"
"BA2022_4055",96,"Y","V2",45,"N","N","N",""
"BA2022_4055",115,"Y","V1",40,"N","N","N",""
"BA2022_4055",131,"Y","V3",35,"N","N","N",""
"BA2022_4055",143,"Y","V3+",NA,"N","N","N",""
"BA2022_4055",157,"Y","FG",NA,"N","N","N",""
"BA2022_4055",174,"Y","FG",NA,"N","N","N",""
"BA2022_4055",180,"Y","FG",NA,"N","N","N",""
"BA2022_4056",-21,"Y","V0",18,"N","N","N",""
"BA2022_4056",96,"N","NA",NA,"N","N","N",""
"BA2022_4056",115,"N","NA",NA,"N","N","N",""
"BA2022_4056",131,"N","NA",NA,"N","N","N",""
"BA2022_4056",143,"N","NA",NA,"N","N","N",""
"BA2022_4056",157,"N","NA",NA,"N","N","N",""
"BA2022_4056",174,"N","NA",NA,"N","N","N",""
"BA2022_4056",180,"N","NA",NA,"N","N","N",""
"BA2022_4057",-21,"Y","V0",29,"N","N","N",""
"BA2022_4057",96,"N","NA",NA,"N","N","N",""
"BA2022_4057",115,"N","NA",NA,"N","N","N",""
"BA2022_4057",131,"N","NA",NA,"N","N","N",""
"BA2022_4057",143,"N","NA",NA,"N","N","N",""
"BA2022_4057",157,"N","NA",NA,"N","N","N",""
"BA2022_4057",174,"N","NA",NA,"N","N","N",""
"BA2022_4057",180,"N","NA",NA,"N","N","N",""
"BA2022_4058",-21,"Y","V0",23,"N","N","N",""
"BA2022_4058",96,"N","NA",NA,"N","N","N",""
"BA2022_4058",115,"N","NA",NA,"N","N","N",""
