SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (if >1cm),Notes
FAR NORTH CPER,S,Control,8.3,Chamaesyce glyptosperma,2,,
FAR NORTH CPER,S,Control,8.3,bare,53,,remainder
FAR NORTH CPER,S,Control,8.5,Salsola tragus,15,,TOOTHPICK MISSING
FAR NORTH CPER,S,Control,8.5,Bouteloua gracilis,25,,TOOTHPICK MISSING
FAR NORTH CPER,S,Control,8.5,bare,60,,"TOOTHPICK MISSING, remainder"
FAR NORTH CPER,S,Control,8.7,Bouteloua gracilis,10,,
FAR NORTH CPER,S,Control,8.7,litter,5,,
FAR NORTH CPER,S,Control,8.7,bare,85,,
FAR NORTH CPER,S,Control,8.9,Bouteloua gracilis,65,,TOOTHPICK MISSING
FAR NORTH CPER,S,Control,8.9,bare,35,,TOOTHPICK MISSING
FAR NORTH CPER,S,Control,9.1,Salsola tragus,20,,
FAR NORTH CPER,S,Control,9.1,dung,25,,
FAR NORTH CPER,S,Control,9.1,Bouteloua gracilis,25,,
FAR NORTH CPER,S,Control,9.1,bare,30,,remainder
FAR NORTH CPER,S,Control,9.3,Salsola tragus,10,,BROKEN TOOTHPICK
FAR NORTH CPER,S,Control,9.3,Bouteloua gracilis,25,,BROKEN TOOTHPICK
FAR NORTH CPER,S,Control,9.3,Chamaesyce glyptosperma,2,,BROKEN TOOTHPICK
FAR NORTH CPER,S,Control,9.3,Portulaca oleracea,5,,BROKEN TOOTHPICK
FAR NORTH CPER,S,Control,9.3,litter,20,,BROKEN TOOTHPICK
FAR NORTH CPER,S,Control,9.3,bare,48,,"BROKEN TOOTHPICK, remainder"
FAR NORTH CPER,S,Control,9.5,Sphaeralcea coccinea,10,,
FAR NORTH CPER,S,Control,9.5,Bouteloua gracilis,25,,
FAR NORTH CPER,S,Control,9.5,bare,65,,remainder
FAR NORTH CPER,S,Control,9.7,Sphaeralcea coccinea,25,,
FAR NORTH CPER,S,Control,9.7,Portulaca oleracea,5,,
FAR NORTH CPER,S,Control,9.7,Bouteloua gracilis,30,,
FAR NORTH CPER,S,Control,9.7,litter,5,,
FAR NORTH CPER,S,Control,9.7,bare,35,,remainder
FAR NORTH CPER,S,Control,9.9,Bouteloua gracilis,15,,
FAR NORTH CPER,S,Control,9.9,bare,85,,
FAR NORTH CPER,S,Control,10.1,Salsola tragus,15,,
FAR NORTH CPER,S,Control,10.1,Bouteloua gracilis,55,,
FAR NORTH CPER,S,Control,10.1,bare,30,,remainder
FAR NORTH CPER,W,Control,0.3,Bouteloua gracilis,65,,
FAR NORTH CPER,W,Control,0.3,Opuntia polyacantha,15,,
FAR NORTH CPER,W,Control,0.3,Salsola tragus,5,,
FAR NORTH CPER,W,Control,0.3,bare,15,,
FAR NORTH CPER,W,Control,0.5,Eriogonum effusum,25,,
FAR NORTH CPER,W,Control,0.5,Salsola tragus,25,,
FAR NORTH CPER,W,Control,0.5,Chamaesyce glyptosperma,5,,
FAR NORTH CPER,W,Control,0.5,bare,10,,
FAR NORTH CPER,W,Control,0.5,litter,35,,
FAR NORTH CPER,W,Control,0.7,Eriogonum effusum,3,,
FAR NORTH CPER,W,Control,0.7,Salsola tragus,20,,
FAR NORTH CPER,W,Control,0.7,Pascopyrum smithii,5,,
FAR NORTH CPER,W,Control,0.7,Chamaesyce glyptosperma,15,,
FAR NORTH CPER,W,Control,0.7,litter,57,,remainder
FAR NORTH CPER,W,Control,0.9,Salsola tragus,25,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,0.9,Pascopyrum smithii,3,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,0.9,Chamaesyce glyptosperma,2,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,0.9,bare,70,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,1.1,Salsola tragus,60,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,1.1,rock,2,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,1.1,bare,38,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,1.3,Sphaeralcea coccinea,10,,
FAR NORTH CPER,W,Control,1.3,Salsola tragus,30,,
FAR NORTH CPER,W,Control,1.3,bare,60,,
FAR NORTH CPER,W,Control,1.5,Salsola tragus,5,,
FAR NORTH CPER,W,Control,1.5,Sporobulus cryptandrus,10,,
FAR NORTH CPER,W,Control,1.5,rock,3,,
FAR NORTH CPER,W,Control,1.5,bare,87,,remainder
FAR NORTH CPER,W,Control,1.7,Salsola tragus,40,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,1.7,bare,60,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,1.9,Salsola tragus,30,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,1.9,bare,70,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.1,Pascopyrum smithii,2,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,2.1,Sphaeralcea coccinea,3,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,2.1,Salsola tragus,20,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,2.1,litter,5,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,2.1,bare,70,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,2.3,Pascopyrum smithii,5,,
FAR NORTH CPER,W,Control,2.3,Sphaeralcea coccinea,10,,
FAR NORTH CPER,W,Control,2.3,Salsola tragus,5,,
FAR NORTH CPER,W,Control,2.3,litter,15,,
FAR NORTH CPER,W,Control,2.3,bare,55,,
FAR NORTH CPER,W,Control,2.5,Sphaeralcea coccinea,3,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.5,Salsola tragus,7,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.5,litter,10,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.5,bare,80,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.7,Salsola tragus,25,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.7,Bouteloua gracilis,20,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.7,bare,55,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,2.9,Bouteloua gracilis,75,,
FAR NORTH CPER,W,Control,2.9,litter,25,,
FAR NORTH CPER,W,Control,3.1,Salsola tragus,25,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.1,Sphaeralcea coccinea,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.1,Sporobulus cryptandrus,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.1,Bouteloua gracilis,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.1,bare,60,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.3,rock,3,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.3,Bouteloua gracilis,2,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.3,bare,95,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.5,Sporobulus cryptandrus,40,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.5,Salsola tragus,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.5,Sphaeralcea coccinea,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.5,bare,50,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,3.7,Bouteloua gracilis,2,,
FAR NORTH CPER,W,Control,3.7,Salsola tragus,10,,
FAR NORTH CPER,W,Control,3.7,bare,88,,
FAR NORTH CPER,W,Control,3.9,Salsola tragus,50,,
FAR NORTH CPER,W,Control,3.9,bare,50,,
FAR NORTH CPER,W,Control,4.1,Salsola tragus,20,,
FAR NORTH CPER,W,Control,4.1,Pascopyrum smithii,5,,
FAR NORTH CPER,W,Control,4.1,Eriogonum effusum,15,,
FAR NORTH CPER,W,Control,4.1,litter,10,,
FAR NORTH CPER,W,Control,4.1,bare,50,,
FAR NORTH CPER,W,Control,4.3,Sphaeralcea coccinea,10,,
FAR NORTH CPER,W,Control,4.3,Salsola tragus,10,,
FAR NORTH CPER,W,Control,4.3,Pascopyrum smithii,3,,
FAR NORTH CPER,W,Control,4.3,litter,10,,
FAR NORTH CPER,W,Control,4.3,bare,77,,remainder
FAR NORTH CPER,W,Control,4.5,Opuntia polyacantha,35,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,4.5,Salsola tragus,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,4.5,Chamaesyce glyptosperma,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,4.5,litter,10,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,4.5,bare,45,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,4.7,Opuntia polyacantha,25,,
FAR NORTH CPER,W,Control,4.7,Salsola tragus,5,,
FAR NORTH CPER,W,Control,4.7,Bouteloua gracilis,20,,
FAR NORTH CPER,W,Control,4.7,litter,20,,
FAR NORTH CPER,W,Control,4.7,bare,30,,
FAR NORTH CPER,W,Control,4.9,Salsola tragus,45,,
FAR NORTH CPER,W,Control,4.9,Opuntia polyacantha,5,,
FAR NORTH CPER,W,Control,4.9,dung,1,,
FAR NORTH CPER,W,Control,4.9,litter,49,,
FAR NORTH CPER,W,Control,5.1,Opuntia polyacantha,20,,
FAR NORTH CPER,W,Control,5.1,Salsola tragus,15,,
FAR NORTH CPER,W,Control,5.1,Bouteloua gracilis,10,,
FAR NORTH CPER,W,Control,5.1,litter,55,,
FAR NORTH CPER,W,Control,5.3,Carex duriuscula,3,,
FAR NORTH CPER,W,Control,5.3,Opuntia polyacantha,25,,
FAR NORTH CPER,W,Control,5.3,Chamaesyce glyptosperma,5,,
FAR NORTH CPER,W,Control,5.3,bare,5,,
FAR NORTH CPER,W,Control,5.3,litter,67,,remainder
FAR NORTH CPER,W,Control,5.5,Opuntia polyacantha,30,,
FAR NORTH CPER,W,Control,5.5,Chamaesyce glyptosperma,3,,
FAR NORTH CPER,W,Control,5.5,Salsola tragus,5,,
FAR NORTH CPER,W,Control,5.5,litter,62,,remainder
FAR NORTH CPER,W,Control,5.7,Salsola tragus,50,,
FAR NORTH CPER,W,Control,5.7,bare,25,,
FAR NORTH CPER,W,Control,5.7,litter,25,,
FAR NORTH CPER,W,Control,5.9,Sporobulus cryptandrus,10,,
FAR NORTH CPER,W,Control,5.9,Opuntia polyacantha,25,,
FAR NORTH CPER,W,Control,5.9,Bouteloua gracilis,15,,
FAR NORTH CPER,W,Control,5.9,Salsola tragus,5,,
FAR NORTH CPER,W,Control,5.9,litter,55,,
FAR NORTH CPER,W,Control,6.1,Sporobulus cryptandrus,10,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,6.1,Bouteloua gracilis,30,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,6.1,Chamaesyce glyptosperma,5,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,6.1,litter,10,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,6.1,bare,45,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,6.3,Chamaesyce glyptosperma,10,,
FAR NORTH CPER,W,Control,6.3,Sporobulus cryptandrus,15,,
FAR NORTH CPER,W,Control,6.3,Bouteloua gracilis,15,,
FAR NORTH CPER,W,Control,6.3,litter,15,,
FAR NORTH CPER,W,Control,6.3,bare,45,,
FAR NORTH CPER,W,Control,6.5,Salsola tragus,5,,
FAR NORTH CPER,W,Control,6.5,Chamaesyce glyptosperma,20,,
FAR NORTH CPER,W,Control,6.5,Bouteloua gracilis,50,,
FAR NORTH CPER,W,Control,6.5,litter,25,,
FAR NORTH CPER,W,Control,6.7,Chamaesyce glyptosperma,20,,
FAR NORTH CPER,W,Control,6.7,Bouteloua gracilis,25,,
FAR NORTH CPER,W,Control,6.7,bare,55,,
FAR NORTH CPER,W,Control,6.9,Bouteloua gracilis,25,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,6.9,Chamaesyce glyptosperma,3,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,6.9,bare,72,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,7.1,Sphaeralcea coccinea,5,,
FAR NORTH CPER,W,Control,7.1,Bouteloua gracilis,40,,
FAR NORTH CPER,W,Control,7.1,litter,10,,
FAR NORTH CPER,W,Control,7.1,bare,45,,
FAR NORTH CPER,W,Control,7.3,Salsola tragus,15,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,7.3,Pascopyrum smithii,5,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,7.3,Bouteloua gracilis,15,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,7.3,litter,5,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,7.3,bare,60,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,7.5,Bouteloua gracilis,40,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,7.5,Salsola tragus,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,7.5,bare,55,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,7.7,Salsola tragus,20,,
FAR NORTH CPER,W,Control,7.7,Sporobulus cryptandrus,20,,
FAR NORTH CPER,W,Control,7.7,litter,60,,
FAR NORTH CPER,W,Control,7.9,Salsola tragus,20,,
FAR NORTH CPER,W,Control,7.9,Bouteloua gracilis,15,,
FAR NORTH CPER,W,Control,7.9,Chamaesyce glyptosperma,3,,
FAR NORTH CPER,W,Control,7.9,rock,1,,
FAR NORTH CPER,W,Control,7.9,bare,20,,
FAR NORTH CPER,W,Control,7.9,litter,41,,remainder
FAR NORTH CPER,W,Control,8.1,Bouteloua gracilis,15,,
FAR NORTH CPER,W,Control,8.1,Salsola tragus,50,,
FAR NORTH CPER,W,Control,8.1,bare,35,,
FAR NORTH CPER,W,Control,8.3,Salsola tragus,20,,
FAR NORTH CPER,W,Control,8.3,Bouteloua gracilis,40,,
FAR NORTH CPER,W,Control,8.3,rock,1,,
FAR NORTH CPER,W,Control,8.3,litter,10,,
FAR NORTH CPER,W,Control,8.3,bare,29,,
FAR NORTH CPER,W,Control,8.5,Salsola tragus,20,,
FAR NORTH CPER,W,Control,8.5,Bouteloua gracilis,40,,
FAR NORTH CPER,W,Control,8.5,bare,40,,
FAR NORTH CPER,W,Control,8.7,Sporobulus cryptandrus,20,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,8.7,Eriogonum effusum,15,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,8.7,litter,10,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,8.7,bare,55,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,8.9,Bouteloua gracilis,30,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,8.9,litter,15,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,8.9,Chamaesyce glyptosperma,1,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,8.9,bare,54,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.1,Bouteloua gracilis,40,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.1,Salsola tragus,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.1,litter,15,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.1,bare,40,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.3,Salsola tragus,15,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.3,Bouteloua gracilis,40,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.3,litter,15,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.3,bare,30,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,9.5,Salsola tragus,10,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,9.5,Bouteloua gracilis,50,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,9.5,bare,35,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,9.7,Bouteloua gracilis,70,,
FAR NORTH CPER,W,Control,9.7,litter,25,,
FAR NORTH CPER,W,Control,9.7,bare,5,,
FAR NORTH CPER,W,Control,9.9,Bouteloua gracilis,60,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,9.9,bare,40,,BROKEN TOOTHPICK
FAR NORTH CPER,W,Control,10.1,Salsola tragus,5,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,10.1,Bouteloua gracilis,65,,MISSING TOOTHPICK
FAR NORTH CPER,W,Control,10.1,litter,30,,MISSING TOOTHPICK
NEAR 4WAY CPER,E,Removal,2.3,Pascopyrum smithii,5,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,2.3,litter,30,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,2.3,bare,65,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,2.5,litter,50,,
NEAR 4WAY CPER,E,Removal,2.5,bare,50,,
NEAR 4WAY CPER,E,Removal,2.7,litter,50,,
NEAR 4WAY CPER,E,Removal,2.7,bare,50,,
NEAR 4WAY CPER,E,Removal,2.9,litter,20,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,2.9,bare,80,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,3.1,Pascopyrum smithii,30,,
NEAR 4WAY CPER,E,Removal,3.1,litter,5,,
NEAR 4WAY CPER,E,Removal,3.1,bare,65,,
NEAR 4WAY CPER,E,Removal,3.3,litter,50,,
NEAR 4WAY CPER,E,Removal,3.3,bare,50,,
NEAR 4WAY CPER,E,Removal,3.5,litter,20,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,3.5,bare,80,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,3.7,litter,10,,
NEAR 4WAY CPER,E,Removal,3.7,bare,90,,
NEAR 4WAY CPER,E,Removal,3.9,litter,50,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,3.9,bare,50,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,4.1,litter,50,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,4.1,bare,50,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,4.3,litter,25,,
NEAR 4WAY CPER,E,Removal,4.3,bare,75,,
NEAR 4WAY CPER,E,Removal,4.5,Pascopyrum smithii,50,,
NEAR 4WAY CPER,E,Removal,4.5,litter,10,,
NEAR 4WAY CPER,E,Removal,4.5,bare,40,,
NEAR 4WAY CPER,E,Removal,4.7,Pascopyrum smithii,10,,
NEAR 4WAY CPER,E,Removal,4.7,litter,25,,
NEAR 4WAY CPER,E,Removal,4.7,bare,65,,
NEAR 4WAY CPER,E,Removal,4.9,litter,60,,
NEAR 4WAY CPER,E,Removal,4.9,bare,40,,
NEAR 4WAY CPER,E,Removal,5.1,litter,5,,
NEAR 4WAY CPER,E,Removal,5.1,bare,95,,
NEAR 4WAY CPER,E,Removal,5.3,litter,10,,
NEAR 4WAY CPER,E,Removal,5.3,bare,90,,
NEAR 4WAY CPER,E,Removal,5.5,litter,10,,
NEAR 4WAY CPER,E,Removal,5.5,bare,90,,
NEAR 4WAY CPER,E,Removal,5.7,litter,10,,
NEAR 4WAY CPER,E,Removal,5.7,bare,90,,
NEAR 4WAY CPER,E,Removal,5.9,litter,25,,
NEAR 4WAY CPER,E,Removal,5.9,bare,75,,
NEAR 4WAY CPER,E,Removal,6.1,Salsola tragus,85,,
NEAR 4WAY CPER,E,Removal,6.1,bare,15,,remainder
NEAR 4WAY CPER,E,Removal,6.3,Salsola tragus,100,,
NEAR 4WAY CPER,E,Removal,6.5,Portulaca oleracea,5,,
NEAR 4WAY CPER,E,Removal,6.5,Salsola tragus,80,,
NEAR 4WAY CPER,E,Removal,6.5,bare,15,,
NEAR 4WAY CPER,E,Removal,6.7,Salsola tragus,15,,
NEAR 4WAY CPER,E,Removal,6.7,Portulaca oleracea,15,,
NEAR 4WAY CPER,E,Removal,6.7,bare,70,,
NEAR 4WAY CPER,E,Removal,6.9,Salsola tragus,10,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,6.9,litter,5,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,6.9,bare,85,,TOOTHPICK MISSING
NEAR 4WAY CPER,E,Removal,7.1,Portulaca oleracea,5,,
NEAR 4WAY CPER,E,Removal,7.1,Atriplex canescens,5,,
NEAR 4WAY CPER,E,Removal,7.1,bare,90,,
NEAR 4WAY CPER,N,Control,0.3,Portulaca oleracea,40,,
NEAR 4WAY CPER,N,Control,0.3,Bouteloua gracilis,10,,
NEAR 4WAY CPER,N,Control,0.3,litter,25,,
NEAR 4WAY CPER,N,Control,0.3,bare,25,,
NEAR 4WAY CPER,N,Control,0.5,Bouteloua gracilis,25,,
NEAR 4WAY CPER,N,Control,0.5,Chamaesyce glyptosperma,30,,
NEAR 4WAY CPER,N,Control,0.5,litter,10,,
NEAR 4WAY CPER,N,Control,0.5,bare,35,,remainder
NEAR 4WAY CPER,N,Control,0.7,Bouteloua gracilis,5,,
NEAR 4WAY CPER,N,Control,0.7,Portulaca oleracea,10,,
NEAR 4WAY CPER,N,Control,0.7,litter,15,,
NEAR 4WAY CPER,N,Control,0.7,bare,70,,remainder
NEAR 4WAY CPER,N,Control,0.9,Bouteloua gracilis,20,,
NEAR 4WAY CPER,N,Control,0.9,Portulaca oleracea,15,,
NEAR 4WAY CPER,N,Control,0.9,litter,5,,
NEAR 4WAY CPER,N,Control,0.9,bare,60,,remainder
NEAR 4WAY CPER,N,Control,1.1,Bouteloua gracilis,75,,
NEAR 4WAY CPER,N,Control,1.1,Portulaca oleracea,5,,
NEAR 4WAY CPER,N,Control,1.1,bare,20,,
NEAR 4WAY CPER,N,Control,1.3,Bouteloua gracilis,50,,
NEAR 4WAY CPER,N,Control,1.3,Portulaca oleracea,5,,
NEAR 4WAY CPER,N,Control,1.3,litter,5,,
NEAR 4WAY CPER,N,Control,1.3,bare,40,,
NEAR 4WAY CPER,N,Control,1.5,Portulaca oleracea,50,,
NEAR 4WAY CPER,N,Control,1.5,Pascopyrum smithii,10,,
NEAR 4WAY CPER,N,Control,1.5,Bouteloua gracilis,25,,
NEAR 4WAY CPER,N,Control,1.5,litter,5,,
NEAR 4WAY CPER,N,Control,1.5,bare,10,,remainder
NEAR 4WAY CPER,N,Control,1.7,Bouteloua gracilis,15,,TOOTHPICK MISSING
NEAR 4WAY CPER,N,Control,1.7,Pascopyrum smithii,2,,TOOTHPICK MISSING
NEAR 4WAY CPER,N,Control,1.7,Portulaca oleracea,30,,TOOTHPICK MISSING
NEAR 4WAY CPER,N,Control,1.7,litter,5,,TOOTHPICK MISSING
NEAR 4WAY CPER,N,Control,1.7,bare,48,,"TOOTHPICK MISSING, remainder"
NEAR 4WAY CPER,N,Control,1.9,Portulaca oleracea,25,,
NEAR 4WAY CPER,N,Control,1.9,lichen,10,,
NEAR 4WAY CPER,N,Control,1.9,litter,20,,
NEAR 4WAY CPER,N,Control,1.9,bare,45,,remainder
NEAR 4WAY CPER,N,Control,2.1,Pascopyrum smithii,10,,
NEAR 4WAY CPER,N,Control,2.1,Chenopodium leptophyllum,10,,
NEAR 4WAY CPER,N,Control,2.1,Portulaca oleracea,25,,
NEAR 4WAY CPER,N,Control,2.1,bare,55,,remainder
NEAR 4WAY CPER,N,Control,2.3,Pascopyrum smithii,5,,TOOTHPICK MISSING
NEAR 4WAY CPER,N,Control,2.3,Bouteloua gracilis,5,,TOOTHPICK MISSING
NEAR 4WAY CPER,N,Control,2.3,Portulaca oleracea,15,,TOOTHPICK MISSING
NEAR 4WAY CPER,N,Control,2.3,bare,75,,"TOOTHPICK MISSING, remainder"
NEAR 4WAY CPER,N,Control,2.5,Atriplex canescens,25,,
NEAR 4WAY CPER,N,Control,2.5,Portulaca oleracea,10,,
NEAR 4WAY CPER,N,Control,2.5,bare,65,,
NEAR 4WAY CPER,N,Control,2.7,Bouteloua gracilis,25,,
NEAR 4WAY CPER,N,Control,2.7,lichen,10,,
NEAR 4WAY CPER,N,Control,2.7,litter,5,,
NEAR 4WAY CPER,N,Control,2.7,bare,60,,
NEAR 4WAY CPER,N,Control,2.9,Bouteloua gracilis,55,,
NEAR 4WAY CPER,N,Control,2.9,litter,10,,
NEAR 4WAY CPER,N,Control,2.9,bare,35,,
NEAR 4WAY CPER,N,Control,3.1,Bouteloua gracilis,75,,
NEAR 4WAY CPER,N,Control,3.1,dung,10,,
NEAR 4WAY CPER,N,Control,3.1,bare,15,,
NEAR 4WAY CPER,N,Control,3.3,dung,5,,
NEAR 4WAY CPER,N,Control,3.3,Bouteloua gracilis,35,,
NEAR 4WAY CPER,N,Control,3.3,litter,10,,
NEAR 4WAY CPER,N,Control,3.3,bare,40,,
NEAR 4WAY CPER,N,Control,3.5,Bouteloua gracilis,90,,
NEAR 4WAY CPER,N,Control,3.5,litter,10,,
NEAR 4WAY CPER,N,Control,3.7,Pascopyrum smithii,5,,
NEAR 4WAY CPER,N,Control,3.7,Bouteloua gracilis,95,,
NEAR 4WAY CPER,N,Control,3.9,Portulaca oleracea,5,,
NEAR 4WAY CPER,N,Control,3.9,Bouteloua gracilis,75,,
NEAR 4WAY CPER,N,Control,3.9,litter,20,,
NEAR 4WAY CPER,N,Control,4.1,Bouteloua gracilis,90,,
NEAR 4WAY CPER,N,Control,4.1,litter,10,,
NEAR 4WAY CPER,N,Control,4.3,Bouteloua gracilis,40,,
NEAR 4WAY CPER,N,Control,4.3,litter,60,,
NEAR 4WAY CPER,N,Control,4.5,Pascopyrum smithii,10,,BROKEN TOOTHPICK
NEAR 4WAY CPER,N,Control,4.5,Bouteloua gracilis,10,,BROKEN TOOTHPICK
NEAR 4WAY CPER,N,Control,4.5,litter,80,,BROKEN TOOTHPICK
NEAR 4WAY CPER,N,Control,4.7,Bouteloua gracilis,95,,
NEAR 4WAY CPER,N,Control,4.7,litter,5,,
NEAR 4WAY CPER,N,Control,4.9,Chenopodium leptophyllum,5,,
NEAR 4WAY CPER,N,Control,4.9,Bouteloua gracilis,65,,
NEAR 4WAY CPER,N,Control,4.9,bare,30,,
NEAR 4WAY CPER,N,Control,5.1,Atriplex canescens,5,,
NEAR 4WAY CPER,N,Control,5.1,Bouteloua gracilis,65,,
NEAR 4WAY CPER,N,Control,5.1,litter,5,,
NEAR 4WAY CPER,N,Control,5.1,bare,25,,remainder
NEAR 4WAY CPER,N,Control,5.3,Bouteloua gracilis,25,,
NEAR 4WAY CPER,N,Control,5.3,Atriplex canescens,10,,
NEAR 4WAY CPER,N,Control,5.3,Portulaca oleracea,15,,
NEAR 4WAY CPER,N,Control,5.3,dung,50,,remainder
NEAR 4WAY CPER,N,Control,5.5,Chenopodium leptophyllum,25,,
NEAR 4WAY CPER,N,Control,5.5,dung,10,,
NEAR 4WAY CPER,N,Control,5.5,litter,5,,
NEAR 4WAY CPER,N,Control,5.5,bare,60,,remainder
NEAR 4WAY CPER,N,Control,5.7,Bouteloua gracilis,30,,
NEAR 4WAY CPER,N,Control,5.7,litter,5,,
NEAR 4WAY CPER,N,Control,5.7,bare,65,,
NEAR 4WAY CPER,N,Control,5.9,Bouteloua gracilis,80,,
NEAR 4WAY CPER,N,Control,5.9,bare,20,,
NEAR 4WAY CPER,N,Control,6.1,Bouteloua gracilis,75,,
NEAR 4WAY CPER,N,Control,6.1,bare,25,,
NEAR 4WAY CPER,N,Control,6.3,Bouteloua gracilis,10,,
NEAR 4WAY CPER,N,Control,6.3,litter,2,,
NEAR 4WAY CPER,N,Control,6.3,bare,88,,
NEAR 4WAY CPER,N,Control,6.5,Atriplex canescens,10,,
NEAR 4WAY CPER,N,Control,6.5,Bouteloua gracilis,30,,
NEAR 4WAY CPER,N,Control,6.5,litter,5,,
