SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Yes or No),BRTE neighbors ,Final census date,Seeds (Yes or No),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y or N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?)
CPER- Near NutNet,N,control,7.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,7.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,7.8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,TOOTHPICK UPROOTED
CPER- Near NutNet,N,control,8.2,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,8.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,8.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,8.8,8/12/2021,fall2021,Y,0,2022,N,0,0,0,,0,N,DEAD
CPER- Near NutNet,N,control,9,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,9.2,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,9.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,9.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,9.8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,N,control,10,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,2.2,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,2.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,2.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,2.8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,3,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,3.2,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,3.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,3.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,3.8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,4.2,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,4.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,4.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,4.8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,5,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,5.2,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,5.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,5.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,5.8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,6.2,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,6.4,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,6.6,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,6.8,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,S,removal,7,8/12/2021,fall2021,N,0,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,0.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,0.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,0.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,0.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,1,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,1.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,1.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,1.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,1.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,2.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,2.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,2.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,2.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,3,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,3.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,3.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,3.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,3.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,4.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,4.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,4.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,4.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,5,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,5.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,5.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,5.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,5.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,6.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,6.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,6.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,6.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,7,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,7.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,7.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,7.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,7.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,8.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,8.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,8.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,8.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,9,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,9.2,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,9.4,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,9.6,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,9.8,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
CPER- Near NutNet,W,control,10,8/12/2021,fall2021,N,,2022,N,0,0,0,,0,N,
Porensky19,E,control,0.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,0.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,0.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,0.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,1,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,1.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,1.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,1.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,1.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,2.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,2.4,8/16/2021,fall2021,Y,,6/16/2022,Y,10,0.0076,0.00222,N,0,N,
Porensky19,E,control,2.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,2.8,8/16/2021,fall2021,Y,,6/16/2022,Y,112,0.1721,0.0402,Y,3,N,
Porensky19,E,control,3,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,3.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,3.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,3.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,3.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,4.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,4.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,4.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,4.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,5,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,5.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,5.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,5.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,5.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,6.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,6.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,6.6,8/16/2021,fall2021,Y,,6/16/2022,Y,10,0.0141,0.0095,N,2,N,
Porensky19,E,control,6.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,7,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,7.2,8/16/2021,fall2021,Y,,6/16/2022,N,0,0.0055,0,N,0,N,
Porensky19,E,control,7.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,7.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,7.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,8,8/16/2021,fall2021,Y,,6/16/2022,Y,8,0.0106,0.0097,N,0,N,
Porensky19,E,control,8.2,8/16/2021,fall2021,Y,,6/16/2022,Y,70,0.0312,0.0369,N,0,N,
Porensky19,E,control,8.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,8.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,8.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,9,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,9.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,9.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,9.6,8/16/2021,fall2021,Y,,6/16/2022,Y,6,0.0073,0.0033,Y,3,N,
Porensky19,E,control,9.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,E,control,10,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,0.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,0.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,0.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,0.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,1,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,1.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,1.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,1.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,1.8,8/16/2021,fall2021,Y,,6/16/2022,N,0,0.0063,0,N,0,N,
Porensky19,N,control,2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,2.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,2.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,2.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,2.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,3,8/16/2021,fall2021,Y,,6/16/2022,N,0,0.0045,0,Y,0,N,Dead/ Gone
Porensky19,N,control,3.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,3.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,3.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,3.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,4.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,4.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,4.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,4.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,5,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,5.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,5.4,8/16/2021,fall2021,Y,,6/16/2022,Y,43,0.0291,0.0039,N,0,N,
Porensky19,N,control,5.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,5.8,8/16/2021,fall2021,Y,,6/16/2022,Y,11,-1,0.0044,N,0,N,"Bag only contained seeds, no plant mass to weigh"
Porensky19,N,control,6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,6.2,8/16/2021,fall2021,Y,,6/16/2022,Y,1950,1.4270,1.1612,Y,286,N,"Reweighed ripe seeds: 1.1026, reweighed unripe seeds: 0.0524, Reweighed plant mass >0.01, originally recorded as 1.4485 "
Porensky19,N,control,6.4,8/16/2021,fall2021,Y,,6/16/2022,Y,78,0.0497,0.0387,Y,8,N,
Porensky19,N,control,6.6,8/16/2021,fall2021,Y,,6/16/2022,Y,122,0.0782,0.0552,Y,8,N,
Porensky19,N,control,6.8,8/16/2021,fall2021,Y,,6/16/2022,Y,99,0.0895,0.0748,N,0,N,
Porensky19,N,control,7,8/16/2021,fall2021,Y,,6/16/2022,Y,128,0.0888,0.0904,Y,12,N,
Porensky19,N,control,7.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,7.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,7.6,8/16/2021,fall2021,Y,,6/16/2022,Y,124,0.0384,0.0646,Y,1,N,
Porensky19,N,control,7.8,8/16/2021,fall2021,Y,,6/16/2022,Y,71,0.0728,0.0205,N,0,N,
Porensky19,N,control,8,8/16/2021,fall2021,Y,,6/16/2022,Y,54,0.0371,0.0098,N,0,N,
Porensky19,N,control,8.2,8/16/2021,fall2021,Y,,6/16/2022,Y,77,0.0438,0.0406,Y,23,N,
Porensky19,N,control,8.4,8/16/2021,fall2021,Y,,6/16/2022,Y,678,0.3192,0.3648,Y,31,N,"Reweighed ripe seeds >0.01, originally recorded as 0.6550"
Porensky19,N,control,8.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,8.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,9,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,9.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,9.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,9.6,8/16/2021,fall2021,Y,,6/16/2022,Y,31,0.0192,0.0104,Y,5,N,
Porensky19,N,control,9.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,N,control,10,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,2.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,2.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,2.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,2.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,3,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,3.2,8/16/2021,fall2021,Y,,6/16/2022,Y,4516,15.999,3.3758,Y,3,N,"Reweighed ripe seeds: 3.3185, reweighed unripe seeds: 0.0462, plant mass >0.01, originally recorded as 16.148"
Porensky19,S,removal,3.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,3.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,3.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,4.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,4.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,4.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,4.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,5,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,5.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,5.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,5.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,5.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,6.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,6.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,6.6,8/16/2021,fall2021,Y,,6/16/2022,Y,4737,14.349,3.3532,Y,111,N,"Reweighed ripe seeds >0.01, originally recorded as 3.3392. Reweighed unripe seeds: 0.0307, reweighed plant mass >0.01, originally recorded as 14.387"
Porensky19,S,removal,6.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,S,removal,7,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,2.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,2.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,2.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,2.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,3,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,3.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,3.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,3.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,3.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,4.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,4.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,4.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,4.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,5,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,5.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,5.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,5.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,5.8,8/16/2021,fall2021,Y,,6/16/2022,Y,12314.48,21.045,8.9819,Y,77,N,"Subsampled ripe seeds when counted over 3000, Reweighed ripe seeds >0.01, originally recorded as 8.7787. Reweighed unripe seeds: 0.2583, reweighed plant mass >0.01, originally recorded as 21.217"
Porensky19,W,removal,6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,6.2,8/16/2021,fall2021,Y,,6/16/2022,Y,7889.15,16.087,4.8932,Y,53,N,"Subsampled ripe seeds when counted over 3000, reweighed ripe seeds: 4.7661. Reweighed unripe seeds: 0.1304, reweighed plant mass >0.01, originally recorded as 16.207"
Porensky19,W,removal,6.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,6.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,6.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky19,W,removal,7,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,2.2,8/16/2021,fall2021,Y,,6/16/2022,Y,359,0.2066,0.2048,Y,17,N,
Porensky18,E,removal,2.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,2.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,2.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,3,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,3.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,3.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,3.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,3.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,4.2,8/16/2021,fall2021,Y,,6/16/2022,Y,487,0.2960,0.3668,Y,36,Y,Reweighed ripe seeds: 0.3623
Porensky18,E,removal,4.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,4.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,4.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,5,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,5.2,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,5.4,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,5.6,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,5.8,8/16/2021,fall2021,N,,6/16/2022,N,0,0,0,,0,N,
Porensky18,E,removal,6,8/16/2021,fall2021,Y,,6/16/2022,Y,103,0.0804,0.0529,Y,2,Y,
