SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y/N),BRTE neighbors ,Final census date,Seeds (Y/N),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y/N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?),,,,,,,,,
NEAR NUTNET,N,Control,3.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,3.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,3.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,3.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,4.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,4.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,under cactus,,,,,,,,,
NEAR NUTNET,N,Control,4.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,4.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,4.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,5.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,5.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,5.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,5.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,5.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,6.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,6.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
NEAR NUTNET,N,Control,6.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,6.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,6.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,7.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,7.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,7.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,7.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,7.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,8.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,8.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,8.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,8.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,8.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,9.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,9.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,9.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,9.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,9.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,10.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,0.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,0.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,0.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,0.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,1.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,1.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,1.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,1.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,1.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
NEAR NUTNET,W,Control,2.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,2.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,2.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,2.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,2.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,3.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,3.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,3.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,3.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,3.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,4.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,4.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,4.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,4.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,4.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,5.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,5.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,5.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,5.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,5.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,6.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,6.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,6.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,6.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,6.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,7.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,W,Control,7.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,7.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,7.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,7.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,8.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,8.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,8.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,8.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,8.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,9.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,9.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,9.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,9.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,9.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,W,Control,10.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,2.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,2.5,9/7/2022,10/12/2022,Y,0,8/2/2023,Y,2428,3.353,3.571,N,645,N,,,,,,,,,,
CG PASTURE,S,Removal,2.7,9/7/2022,10/12/2022,Y,0,7/13/2023,Y,20856,27.199,27.982,N,5075,N,"ripe and unripe seeds subsampled. Reweighed ripe seed mass >0.1g, originally recorded as 27.678. Reweighed unripe seed mass >0.1g, originally recorded as 1.459g. Adjusted seed counts accordingly.",,,,,,,,,
CG PASTURE,S,Removal,2.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,3.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,3.3,9/7/2022,10/12/2022,Y,0,7/13/2023,Y,9471,19.745,18.099,N,2392,N,ripe seeds subsampled,,,,,,,,,
CG PASTURE,S,Removal,3.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,3.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,3.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,4.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,4.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,4.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,4.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,4.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,5.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,5.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,5.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,5.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,5.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,6.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,6.3,9/7/2022,10/12/2022,Y,0,7/13/2023,Y,8976,14.451,10.249,N,2040,N,ripe seeds subsampled,,,,,,,,,
CG PASTURE,S,Removal,6.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,6.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,6.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,S,Removal,7.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,W,Removal,2.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,W,Removal,2.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,W,Removal,2.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,W,Removal,2.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,W,Removal,3.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,W,Removal,3.3,9/7/2022,10/12/2022,Y,0,8/2/2023,Y,7079,11.141,17.524,N,0,Y,"ripe seeds subsampled, smut",,,,,,,,,
CG PASTURE,W,Removal,3.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,W,Removal,3.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,3.9,9/7/2022,10/12/2022,Y,0,8/2/2023,Y,9707,8.691,12.446,N,4343,N,ripe seeds subsampled,,,,,,,,,
CG PASTURE,W,Removal,4.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,4.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,4.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,4.7,9/7/2022,10/12/2022,Y,0,7/13/2023,Y,6411,15.218,9.58,N,0,Y,"frost heave, smut",,,,,,,,,
CG PASTURE,W,Removal,4.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,5.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,5.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,5.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,5.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,5.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,6.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,6.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,6.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,6.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,W,Removal,6.9,9/7/2022,10/12/2022,Y,0,8/2/2023,Y,8819,9.34,2.119,N,8770,N,"frost heave, smut, unripe seeds subsampled. Reweighed unripe seed mass >0.1g, originally recorded as 2.131.  Adjusted seed counts accordingly.",,,,,,,,,
CG PASTURE,W,Removal,7.1,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,12468,12.65,19.511,N,4508,N,"frost heave, subsampled ripe seeds. Reweighed ripe seeds as 0.765g",,,,,,,,,
CG PASTURE,N,Control,0.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,0.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,0.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,Possible plant emergence 4/12/2023,,,,,,,,,
CG PASTURE,N,Control,0.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,1.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,Broken toothpick,,,,,,,,,
CG PASTURE,N,Control,1.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,1.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,1.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,1.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,2.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,2.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,2.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,2.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,2.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,3.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,3.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,3.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,3.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,3.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,4.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,4.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,4.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,4.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,4.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,5.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,5.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,5.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,5.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,5.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,6.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,6.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,6.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,N,Control,6.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,N,Control,6.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,7.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,7.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,7.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,7.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,7.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,8.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,8.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,8.5,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,Possible plant emergence 4/12/2023,,,,,,,,,
CG PASTURE,N,Control,8.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,8.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,9.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,9.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,N,Control,9.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,N,Control,9.7,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,9.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,N,Control,10.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,E,Control,0.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,E,Control,0.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,Sickly as of 10/12/2023,,,,,,,,,
CG PASTURE,E,Control,0.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,E,Control,0.9,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,E,Control,1.1,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,E,Control,1.3,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,E,Control,1.5,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,E,Control,1.7,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,E,Control,1.9,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
CG PASTURE,E,Control,2.1,9/7/2022,10/12/2022,N,0,7/13/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
CG PASTURE,E,Control,2.3,9/7/2022,10/12/2022,Y,0,7/13/2023,N,0,0,0,N,0,N,,,,,,,,,,
