SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y/N),BRTE neighbors ,Final census date,Seeds (Y/N),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y/N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?),,,,,,,,,
NEAR HQ CPER,N,Removal,6.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,N,Removal,7.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,2.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,2.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,S,Removal,2.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,S,Removal,2.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,3.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,3.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,3.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,3.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,3.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,4.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,4.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,4.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,4.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,4.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,5.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,5.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,broken toothpick,,,,,,,,,
NEAR HQ CPER,S,Removal,5.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,5.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,5.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,6.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,6.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,6.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,6.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,6.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,S,Removal,7.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,0.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,E,Control,0.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,0.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,0.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,1.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,1.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,MISSING,,,,,,,,,
NEAR HQ CPER,E,Control,1.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,E,Control,1.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,1.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,2.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,2.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,2.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,2.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,2.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,3.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,3.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,3.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,3.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,3.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,4.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,4.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,E,Control,4.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,4.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,4.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,5.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,5.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,5.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,5.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,5.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,6.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,6.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,6.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,6.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,6.9,9/6/2022,10/13/2022,Y,0,7/11/2023,Y,1646,1.988,2.079,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,7.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,7.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,7.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,7.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,7.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,"toothpick broken off, buried in ground",,,,,,,,,
NEAR HQ CPER,E,Control,8.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,8.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,8.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,8.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,8.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,9.1,9/6/2022,10/13/2022,MISSING,0,7/11/2023,N,0,0,0,N,0,N,"toothpick missing 10/13/2022, measured litter based on distance; FOUND 4/17/2023, not emerged",,,,,,,,,
NEAR HQ CPER,E,Control,9.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,E,Control,9.5,9/6/2022,10/13/2022,MISSING,0,7/11/2023,N,0,0,0,N,0,N,"toothpick missing 10/13/2022, measured litter based on distance; FOUND 4/17/2023, not emerged",,,,,,,,,
NEAR HQ CPER,E,Control,9.7,9/6/2022,10/13/2022,MISSING,0,7/11/2023,N,0,0,0,N,0,N,"toothpick missing 10/13/2022, measured litter based on distance",,,,,,,,,
NEAR HQ CPER,E,Control,9.9,9/6/2022,10/13/2022,MISSING,0,7/11/2023,N,0,0,0,N,0,N,"toothpick missing 10/13/2022, measured litter based on distance; FOUND 4/17/2023,  emerged",,,,,,,,,
NEAR HQ CPER,E,Control,10.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,0.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,0.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,0.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,0.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,Broken toothpick,,,,,,,,,
NEAR HQ CPER,W,Control,1.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,1.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,1.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,1.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,1.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,2.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,2.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,2.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,2.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,2.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,W,Control,3.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,3.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,3.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,3.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,3.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,W,Control,4.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,4.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,4.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,"under bush, frost heave",,,,,,,,,
NEAR HQ CPER,W,Control,4.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,under bush,,,,,,,,,
NEAR HQ CPER,W,Control,4.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,"under bush, frost heave",,,,,,,,,
NEAR HQ CPER,W,Control,5.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,5.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,W,Control,5.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,5.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR HQ CPER,W,Control,5.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,6.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,In bush,,,,,,,,,
NEAR HQ CPER,W,Control,6.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,In bush,,,,,,,,,
NEAR HQ CPER,W,Control,6.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,"In bush- toothpick on ground, replaced into ground",,,,,,,,,
NEAR HQ CPER,W,Control,6.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,6.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,7.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,7.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,"frost heave, toothpick broken",,,,,,,,,
NEAR HQ CPER,W,Control,7.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,7.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,7.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,8.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,8.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,8.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,8.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,8.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,9.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,9.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,9.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,9.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR HQ CPER,W,Control,9.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
NEAR HQ CPER,W,Control,10.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,2.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,2.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,2.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,2.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,3.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,3.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,S,Removal,3.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,3.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0.206,0,Y,0,N,"eaten, unsure if seeds were ever produced",,,,,,,,,
NEAR NUTNET,S,Removal,3.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,S,Removal,4.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,S,Removal,4.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,S,Removal,4.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,S,Removal,4.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,4.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,5.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,5.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,5.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,5.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,5.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,6.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,6.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,6.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,S,Removal,6.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,S,Removal,6.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,S,Removal,7.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,2.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,2.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,2.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,2.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,3.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,3.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,3.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,3.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
NEAR NUTNET,E,Removal,3.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,4.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,MISSING,,,,,,,,,
NEAR NUTNET,E,Removal,4.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,4.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,4.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,4.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,5.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,5.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,5.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,5.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,5.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,6.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,6.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,6.5,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,E,Removal,6.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,6.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,E,Removal,7.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,0.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,0.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,0.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,0.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,1.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,1.3,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,1.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,1.7,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,1.9,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,2.1,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
NEAR NUTNET,N,Control,2.3,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,2.5,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,2.7,9/7/2022,10/13/2022,N,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
NEAR NUTNET,N,Control,2.9,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,Sickly,,,,,,,,,
NEAR NUTNET,N,Control,3.1,9/7/2022,10/13/2022,Y,0,7/12/2023,N,0,0,0,N,0,N,,,,,,,,,,
